LOAD_ID,BOOKING_DT,BOOKING_TM,ORIG,PKUP_ST_DT,PKUP_ST_TM,PKUP_END_DT,PKUP_END_TM,PKUP_ARRIVAL_ACT_DT,PKUP_ARRIVAL_ACT_TM,PKUP_DEPARTURE_ACT_DT,PKUP_DEPARTURE_ACT_TM,DEST,DLVERY_ST_DT,DLVERY_ST_TM,DLVERY_END_DT,DLVERY_END_TM,DLVERY_ARRIVAL_ACT_DT,DLVERY_ARRIVAL_ACT_TM,DLVERY_DEPARTURE_ACT_DT,DLVERY_DEPARTURE_ACT_TM,MILEAGE
30027,20200806,1040,1298307,20200807,1400,20200807,1600,20200807,1228,20200807,1228,1809021,20200808,1900,20200809,700,20200807,2216,20200807,2216,664
30028,20200806,1042,1298307,20200807,1800,20200807,2000,20200807,1554,20200807,1555,1809021,20200808,1900,20200809,700,20200807,2217,20200807,2217,664
30029,20200806,1046,1228947,20200806,1546,20200806,1546,20200806,1906,20200806,1907,1447907,20200807,1100,20200807,1100,20200807,1158,20200807,1159,187
30030,20200806,1105,1298307,20200807,1600,20200807,1800,20200807,1517,20200807,1517,1809021,20200809,1900,20200810,700,20200810,1604,20200810,1604,664
30031,20200806,1113,1324589,20200808,800,20200808,2300,20200807,1226,20200807,1258,1390175,20200808,700,20200808,2359,20200808,1633,20200808,1734,258
30032,20200806,1115,1390175,20200808,700,20200808,2200,20200808,1734,20200808,1836,1324589,20200809,800,20200810,59,20200809,1200,20200809,1215,545
30033,20200806,1115,2125833,20200806,1445,20200806,1545,20200806,1450,20200806,1632,2196791,20200807,800,20200807,1600,20200807,1513,20200807,1513,253
30034,20200806,1116,1324589,20200809,800,20200809,2300,20200809,1215,20200809,1235,1390175,20200809,700,20200809,2359,20200809,1634,20200809,1729,258
30035,20200806,1117,1390175,20200809,700,20200809,2200,20200809,1729,20200809,1800,1324589,20200810,800,20200811,59,20200810,1306,20200810,1325,545
30036,20200806,1116,1298307,20200807,1600,20200807,1800,20200807,1114,20200807,1444,1809021,20200808,1900,20200809,700,20200809,1331,20200809,1331,664
30037,20200806,1119,1809021,20200809,800,20200809,1500,20200809,1241,20200809,1411,1631881,20200810,700,20200810,1500,20200810,522,20200810,730,320
30038,20200806,1118,1298307,20200807,1400,20200807,1600,20200807,1413,20200807,1655,1654695,20200808,0,20200808,0,20200808,1740,20200808,1820,501
30039,20200806,1121,1809021,20200812,800,20200812,1500,20200812,1138,20200812,1300,1631881,20200813,700,20200813,1500,20200813,525,20200813,702,320
30040,20200806,1120,1298307,20200807,1100,20200807,1300,20200807,1039,20200807,1247,1809021,20200808,1900,20200809,700,20200808,1226,20200808,1227,664
30041,20200806,1121,1298307,20200807,900,20200807,1100,20200807,1000,20200807,1115,1809021,20200808,1900,20200809,700,20200808,1043,20200808,1205,664
30042,20200806,1130,1280151,20200807,1000,20200807,1500,20200807,1134,20200807,1219,1298647,20200810,840,20200810,840,20200809,1851,20200810,857,223
30043,20200806,1154,1635893,20200809,1301,20200809,1500,20200809,1244,20200809,1425,1878007,20200810,1600,20200810,1600,20200810,1537,20200810,1639,632
30044,20200806,1203,1809021,20200807,800,20200807,2300,20200807,1144,20200807,1247,1324589,20200808,800,20200808,2300,20200808,910,20200808,935,601
30045,20200806,1215,1453857,20200812,1000,20200813,59,20200812,1652,20200812,2004,1872907,20200814,700,20200814,1500,20200814,1441,20200814,1450,660
30046,20200806,1216,1324589,20200810,700,20200810,2100,20200807,725,20200807,756,1809021,20200810,700,20200810,2300,20200810,542,20200810,740,543
30047,20200806,1216,1453857,20200813,1000,20200814,59,20200813,1636,20200813,2100,1872907,20200815,700,20200815,1500,20200815,955,20200815,1057,660
30048,20200806,1218,1809021,20200810,800,20200810,2300,20200810,740,20200810,820,1324589,20200811,800,20200811,2300,20200811,533,20200811,613,601
30049,20200806,1219,1453857,20200807,700,20200808,59,20200807,1252,20200807,1352,1159451,20200810,700,20200810,1500,20200812,916,20200812,932,758
30050,20200806,1222,1453857,20200809,800,20200809,1800,20200809,1652,20200809,1736,2077179,20200810,700,20200810,900,20200810,1402,20200810,1459,398
30051,20200806,1227,1453857,20200812,800,20200812,2300,20200814,924,20200814,925,2077179,20200813,700,20200813,900,20200814,1822,20200814,2353,398
30052,20200806,1229,1453857,20200809,1300,20200810,59,20200809,1314,20200809,1526,2750175,20200811,800,20200811,2000,20200811,1129,20200811,1230,1131
30053,20200806,1244,3199689,20200807,1100,20200807,2000,20200807,1857,20200807,1857,1046571,20200812,500,20200812,1300,20200812,848,20200812,923,2291
30054,20200806,1309,813263,20200820,900,20200820,900,20200821,738,20200821,1017,1302285,20200821,700,20200821,1500,20200824,823,20200824,909,413
30055,20200806,1336,1390175,20200807,100,20200807,2300,20200807,1209,20200807,1318,1453347,20200807,200,20200808,0,20200807,1638,20200807,1639,181
30056,20200806,1348,1618893,20200811,1400,20200811,1400,20200811,1816,20200811,1816,1298307,20200812,1100,20200812,1100,20200812,1302,20200812,1302,256
30057,20200806,1353,1618893,20200811,1800,20200811,1800,20200811,1434,20200811,1435,1298307,20200812,0,20200812,0,20200812,1158,20200812,1302,256
30058,20200806,1400,1285489,20200807,700,20200807,2000,20200807,819,20200807,819,1324589,20200807,800,20200807,2200,20200807,1039,20200807,1053,83
30059,20200806,1404,1618893,20200810,1000,20200810,1200,20200810,1442,20200810,1446,1298307,20200811,0,20200811,0,20200812,1549,20200812,1549,256
30060,20200806,1406,1298307,20200810,800,20200810,1200,20200810,1311,20200810,1313,1322107,20200810,1720,20200810,1720,20200810,1658,20200810,1727,206
30061,20200806,1411,1390175,20200811,100,20200811,2300,20200811,1203,20200811,1336,1453347,20200811,200,20200812,0,20200811,1724,20200811,1805,181
30062,20200806,1410,1298307,20200809,600,20200809,2359,20200809,900,20200809,1000,2583507,20200810,100,20200810,100,20200810,1019,20200810,1019,667
30063,20200806,1413,1298307,20200809,1100,20200809,1300,20200809,1519,20200809,1521,1322107,20200810,1140,20200810,1140,20200810,1119,20200810,1201,206
30064,20200806,1415,1390175,20200808,100,20200808,2300,20200808,639,20200808,715,1453347,20200808,200,20200809,0,20200808,1026,20200808,1100,181
30065,20200806,1416,1390175,20200809,100,20200809,2300,20200809,833,20200809,940,1453347,20200809,200,20200810,0,20200809,1413,20200809,1413,181
30066,20200806,1415,1298307,20200807,900,20200807,1100,20200807,1009,20200807,1029,2583507,20200810,1000,20200810,1000,20200810,919,20200810,1007,667
30067,20200806,1415,1298307,20200809,800,20200809,1000,20200809,830,20200809,1000,2583507,20200810,1300,20200810,1300,20200810,1227,20200810,1300,667
30068,20200806,1417,1298307,20200807,900,20200807,1100,20200807,919,20200807,1029,2583507,20200810,900,20200810,900,20200810,818,20200810,945,667
30069,20200806,1418,1298307,20200807,1700,20200807,1900,20200807,1259,20200809,1735,2583507,20200810,1700,20200810,1700,20200811,1116,20200812,759,667
30070,20200806,1423,1298307,20200807,1700,20200807,1900,20200807,1750,20200807,1751,2583507,20200810,1800,20200810,1800,20200810,1233,20200810,1239,667
30071,20200806,1425,1298307,20200807,1000,20200807,1200,20200807,936,20200807,1051,2583507,20200810,1100,20200810,1100,20200810,1232,20200810,1316,667
30072,20200806,1426,1298307,20200807,1400,20200807,1600,20200807,1643,20200807,1749,2583507,20200810,1400,20200810,1400,20200810,1431,20200810,1536,667
30073,20200806,1427,1298307,20200807,1400,20200807,1600,20200807,1505,20200807,1509,2583507,20200810,1500,20200810,1500,20200810,1406,20200810,1423,667
30074,20200806,1429,1298307,20200807,1500,20200807,1700,20200807,1212,20200807,1300,2583507,20200810,1600,20200810,1600,20200810,513,20200810,1051,667
30075,20200806,1430,1298307,20200809,800,20200809,1200,20200809,120,20200809,916,1450253,20200809,1530,20200809,1530,20200809,1517,20200810,751,210
30076,20200806,1432,1298307,20200807,1100,20200807,1300,20200807,1508,20200807,1714,2583507,20200810,1200,20200810,1200,20200810,1546,20200811,941,667
30077,20200806,1435,1453347,20200810,200,20200811,0,20200807,1508,20200807,1516,1390175,20200810,700,20200810,1900,20200809,800,20200809,809,181
30078,20200806,1434,1322107,20200807,830,20200807,930,20200807,833,20200807,1038,2600949,20200808,1400,20200808,1400,20200808,1338,20200808,1414,664
30079,20200806,1435,1298307,20200809,1500,20200809,1700,20200809,1530,20200809,1617,1322107,20200810,1220,20200810,1220,20200810,1151,20200810,1222,206
30080,20200806,1436,1298307,20200809,600,20200809,800,20200809,852,20200809,852,2583507,20200810,2030,20200810,2030,20200810,1642,20200810,1944,667
30081,20200806,1437,1298307,20200809,1700,20200809,1900,20200809,1650,20200809,1650,1322107,20200810,1440,20200810,1440,20200810,1405,20200810,1438,206
30082,20200806,1446,2439823,20200807,1300,20200807,1330,20200807,1049,20200807,1050,2060655,20200810,100,20200810,100,20200810,905,20200810,950,816
30083,20200806,1451,1324589,20200810,400,20200810,2100,20200807,1036,20200807,1103,1017603,20200810,600,20200810,2000,20200810,823,20200810,912,0
30084,20200806,1451,1017603,20200810,300,20200810,1300,20200810,912,20200810,1125,1324589,20200811,700,20200811,2100,20200811,838,20200811,908,1201
30085,20200806,1442,1298307,20200809,1000,20200809,1100,20200809,1015,20200809,1105,2583507,20200810,2330,20200810,2330,20200810,1823,20200810,2314,667
30086,20200806,1500,1298307,20200808,700,20200808,900,20200808,822,20200808,1017,2583507,20200810,1900,20200810,1900,20200810,1818,20200811,35,667
30087,20200806,1504,1618893,20200810,1000,20200810,1200,20200810,1249,20200810,1250,1298307,20200811,900,20200811,1200,20200811,931,20200811,1037,256
30088,20200806,1523,1324589,20200810,700,20200810,1600,20200808,929,20200808,932,2468009,20200811,700,20200811,2100,20200811,1142,20200811,1342,377
30089,20200806,1524,2468009,20200811,700,20200811,1600,20200811,1342,20200811,1607,1324589,20200811,700,20200811,2100,20200812,747,20200812,749,755
30090,20200806,1531,2583507,20200806,1830,20200806,1830,20200808,0,20200808,0,1547901,20200810,700,20200810,1700,20200810,1427,20200810,1519,771
30091,20200806,1535,1322107,20200807,800,20200807,1600,20200807,1120,20200807,1204,1300789,20200807,1400,20200807,1400,20200807,1632,20200807,1632,193
30092,20200806,1538,663221,20200807,700,20200807,1500,20200807,1646,20200807,1647,2075377,20200810,1100,20200810,1100,20200810,1026,20200810,1109,801
30093,20200806,1543,1298307,20200808,100,20200808,2300,20200808,303,20200808,329,1324589,20200808,800,20200808,2200,20200808,801,20200808,803,218
30094,20200806,1544,1298307,20200807,100,20200807,2300,20200807,920,20200807,929,1324589,20200807,800,20200807,2200,20200810,1043,20200810,1047,218
30095,20200806,1544,1298307,20200807,100,20200807,2300,20200807,205,20200807,237,1324589,20200807,800,20200807,2200,20200807,750,20200807,758,218
30096,20200806,1550,173519,20200807,700,20200807,1500,20200807,735,20200807,912,935425,20200810,0,20200810,0,20200810,639,20200810,830,1075
30097,20200806,1558,1324589,20200810,700,20200810,1600,20200807,1745,20200807,1747,2468009,20200810,700,20200810,2100,20200810,1452,20200810,1453,367
30098,20200806,1559,2438361,20200810,400,20200810,2100,20200810,1916,20200810,1954,1324589,20200812,700,20200812,2100,20200812,1625,20200812,1640,962
30099,20200806,1610,1324589,20200810,400,20200810,2100,20200807,850,20200807,916,1058301,20200810,600,20200810,2000,20200810,735,20200810,936,724
30100,20200806,1611,2433907,20200807,900,20200807,900,20200807,859,20200807,1003,1027803,20200810,700,20200810,1500,20200810,1018,20200810,1052,815
30101,20200806,1531,877047,20200807,700,20200807,1500,20200807,1633,20200807,1733,1635893,20200810,900,20200810,1600,20200808,2247,20200809,3,351
30102,20200806,1612,1058301,20200810,300,20200810,2000,20200810,936,20200810,1013,1324589,20200811,700,20200811,2100,20200810,1729,20200810,1757,724
30103,20200806,1559,1040519,20200806,700,20200806,1800,20200806,2000,20200806,2001,875381,20200807,800,20200807,1700,20200810,946,20200810,1036,534
30104,20200806,1615,1621307,20200810,700,20200810,1400,20200810,853,20200810,937,3231207,20200814,1411,20200817,1800,20200814,1132,20200814,1212,2256
30105,20200806,1631,1809021,20200810,100,20200810,100,20200809,1857,20200809,2356,1298307,20200811,700,20200811,1300,20200811,928,20200811,1005,664
30106,20200806,1637,1635893,20200810,800,20200810,900,20200810,1537,20200810,1757,1159451,20200812,700,20200812,1700,20200812,615,20200812,722,851
30107,20200806,1640,1635893,20200810,800,20200810,900,20200810,2135,20200810,2135,1159451,20200812,700,20200812,1500,20200814,1101,20200814,1102,851
30108,20200806,1642,1635893,20200810,1000,20200810,1400,20200810,1234,20200810,1421,2209507,20200810,1900,20200811,700,20200811,1904,20200811,2307,484
30109,20200806,1644,1635893,20200810,1100,20200810,1200,20200810,1019,20200810,1019,2209507,20200811,1900,20200811,700,20200812,430,20200812,430,484
30110,20200806,1646,1878007,20200807,100,20200807,100,20200807,1435,20200807,1435,1635893,20200808,800,20200808,1500,20200808,1433,20200808,1433,627
30111,20200806,1649,1635893,20200811,1400,20200811,2200,20200811,1953,20200811,1953,784907,20200812,700,20200813,1900,20200813,744,20200813,802,615
30112,20200806,1651,1322107,20200810,1500,20200810,1500,20200810,1607,20200810,1608,1300789,20200811,900,20200811,900,20200811,849,20200811,1223,193
30113,20200806,1708,1453857,20200811,1300,20200812,59,20200811,1930,20200811,2230,1836765,20200812,101,20200813,59,20200812,1800,20200812,2000,507
30114,20200806,1708,1541237,20200807,1300,20200807,1300,20200807,1226,20200807,1404,1288209,20200810,800,20200810,1500,20200810,929,20200810,954,527
30115,20200806,1709,1541237,20200807,1400,20200807,1400,20200807,1423,20200808,809,1305787,20200810,800,20200810,1430,20200810,822,20200810,851,438
30116,20200806,1720,813229,20200811,1100,20200811,1100,20200811,1115,20200811,1430,1465995,20200812,700,20200812,1400,20200812,1401,20200812,1425,579
30117,20200806,1736,2439823,20200807,1400,20200807,1430,20200807,1502,20200807,1716,2298349,20200810,800,20200810,1600,20200810,954,20200810,1042,578
30118,20200806,1743,813229,20200814,700,20200814,1300,20200814,923,20200814,924,1465995,20200817,700,20200817,1400,20200817,958,20200817,1035,579
30119,20200806,1802,813229,20200813,700,20200813,1100,20200813,1306,20200813,1445,1465995,20200814,700,20200814,1400,20200814,1342,20200814,1342,579
30120,20200806,1829,1599309,20200807,900,20200807,1500,20200807,1631,20200807,1632,1300789,20200810,600,20200810,1200,20200810,857,20200810,1003,503
30121,20200806,1831,1485511,20200807,700,20200807,1100,20200807,1104,20200807,1153,1278859,20200807,1300,20200807,2300,20200807,2011,20200807,2055,389
30122,20200806,1833,1485511,20200807,700,20200807,1100,20200807,951,20200807,954,1278859,20200807,1300,20200807,2300,20200807,1815,20200807,1826,389
30123,20200807,733,1298307,20200808,1200,20200808,1300,20200808,910,20200808,1020,1809021,20200810,100,20200810,700,20200814,53,20200814,54,664
30124,20200807,737,1298307,20200808,1400,20200808,1500,20200808,1304,20200808,1351,1809021,20200810,100,20200810,700,20200809,1856,20200809,2026,664
30125,20200807,741,1298307,20200808,1600,20200808,1700,20200808,1556,20200808,1700,1809021,20200810,100,20200810,700,20200810,1810,20200810,1810,664
30126,20200807,744,1298307,20200808,1200,20200808,1300,20200808,1242,20200808,1300,1809021,20200810,100,20200810,700,20200809,2044,20200809,2100,664
30127,20200807,747,1298307,20200808,1900,20200808,2000,20200808,1908,20200808,1908,1809021,20200810,100,20200810,700,20200809,2026,20200809,2026,664
30128,20200807,752,1298307,20200808,1500,20200808,1600,20200808,1443,20200808,1533,1809021,20200810,100,20200810,700,20200809,446,20200809,1857,664
30129,20200807,755,1298307,20200808,1800,20200808,1900,20200808,1326,20200808,1326,1809021,20200810,100,20200810,700,20200808,2339,20200808,2339,664
30130,20200807,757,1298307,20200808,1000,20200808,1100,20200808,1053,20200808,1109,1809021,20200810,100,20200810,700,20200809,1241,20200809,1348,664
30131,20200807,802,1298307,20200808,1100,20200808,1200,20200808,1009,20200808,1009,1809021,20200810,100,20200810,700,20200809,2215,20200809,2215,664
30132,20200807,805,1298307,20200808,800,20200808,1000,20200808,1051,20200808,1054,1809021,20200808,1900,20200809,700,20200809,2057,20200809,2058,664
30133,20200807,810,1298307,20200808,700,20200808,900,20200808,705,20200808,805,1809021,20200808,1900,20200809,700,20200809,1814,20200809,1814,664
30134,20200807,812,1298307,20200808,500,20200808,700,20200808,618,20200808,724,1809021,20200808,1900,20200809,700,20200809,527,20200809,600,664
30135,20200807,826,1809021,20200810,800,20200810,2300,20200810,1314,20200810,1438,1324589,20200810,800,20200810,2300,20200811,1115,20200811,1116,601
30136,20200807,828,1809021,20200810,800,20200810,2300,20200810,1024,20200810,1024,1324589,20200811,800,20200811,2300,20200811,1531,20200811,1630,601
30137,20200807,831,1324589,20200810,700,20200810,2100,20200807,2305,20200807,2334,1809021,20200810,700,20200810,2300,20200810,651,20200810,839,543
30138,20200807,836,1453347,20200810,600,20200810,1500,20200810,617,20200810,756,1318707,20200810,800,20200810,1600,20200810,1258,20200810,1313,194
30139,20200807,839,1298307,20200810,600,20200810,800,20200810,1043,20200810,1118,2583507,20200811,100,20200811,100,20200811,1019,20200811,1102,667
30140,20200807,841,1298307,20200810,500,20200810,700,20200810,957,20200810,1244,2583507,20200811,100,20200811,100,20200811,1229,20200811,1512,667
30141,20200807,846,1298307,20200810,600,20200810,800,20200810,949,20200810,949,2583507,20200811,100,20200811,100,20200811,1050,20200811,1614,667
30142,20200807,847,1298307,20200810,800,20200810,1000,20200810,717,20200810,826,2583507,20200811,1100,20200811,1100,20200811,902,20200811,1028,667
30143,20200807,849,1298307,20200810,900,20200810,1100,20200810,1307,20200810,1307,2583507,20200811,100,20200811,100,20200811,1721,20200811,1722,667
30144,20200807,851,1618893,20200810,0,20200810,1800,20200810,1800,20200810,1800,1298307,20200811,0,20200811,0,20200811,1038,20200811,1038,256
30145,20200807,859,1298307,20200810,1400,20200810,1400,20200810,1152,20200810,1153,2583507,20200811,100,20200811,100,20200811,936,20200811,1211,667
30146,20200807,905,1298307,20200810,1000,20200810,1200,20200810,1216,20200810,1343,2583507,20200811,1600,20200811,1600,20200811,1914,20200811,1914,667
30147,20200807,906,1298307,20200810,1600,20200810,1700,20200810,1352,20200810,1525,2583507,20200811,1300,20200811,100,20200811,1952,20200811,2315,667
30148,20200807,908,1298307,20200810,1700,20200810,1800,20200810,1559,20200810,1805,2583507,20200811,1300,20200812,0,20200811,2006,20200811,2354,667
30149,20200807,911,462757,20200807,700,20200807,1800,20200807,1253,20200807,1419,919309,20200808,700,20200808,1400,20200808,1018,20200808,1100,421
30150,20200807,909,1298307,20200810,1500,20200810,1700,20200810,1915,20200810,2028,2583507,20200811,100,20200811,100,20200812,935,20200812,1108,667
30151,20200807,914,2482935,20200810,800,20200810,1500,20200810,731,20200810,840,1324589,20200810,800,20200810,2000,20200810,1527,20200810,1600,327
30152,20200807,913,1298307,20200810,1300,20200810,1500,20200810,1112,20200810,1323,2583507,20200811,100,20200811,100,20200811,1821,20200811,2059,667
30153,20200807,914,1298307,20200810,1400,20200810,1600,20200810,748,20200810,1218,2583507,20200811,1800,20200811,1800,20200811,848,20200811,2122,667
30154,20200807,917,1453347,20200810,800,20200810,1800,20200810,1142,20200810,1240,1324589,20200810,800,20200810,1600,20200810,1511,20200810,1520,139
30155,20200807,918,1453347,20200810,800,20200810,1800,20200810,907,20200810,956,1324589,20200810,800,20200810,1600,20200810,1304,20200810,1320,139
30156,20200807,917,1298307,20200810,1700,20200810,1900,20200810,1929,20200810,2006,2583507,20200811,100,20200811,100,20200811,2009,20200812,349,667
30157,20200807,923,1324589,20200810,800,20200810,2300,20200810,1233,20200810,1319,1390175,20200810,700,20200810,2359,20200810,1815,20200810,1826,258
30158,20200807,922,2583507,20200807,1500,20200807,1500,20200807,1105,20200807,1130,1037289,20200810,700,20200810,1500,20200810,1320,20200810,1321,649
30159,20200807,925,1390175,20200810,700,20200810,2200,20200810,1851,20200810,1956,1324589,20200811,800,20200812,59,20200811,903,20200811,1030,545
30160,20200807,927,1635893,20200807,1100,20200807,2200,20200807,1059,20200807,1212,2162417,20200807,1100,20200807,2200,20200810,1335,20200810,1448,182
30161,20200807,929,1453857,20200810,600,20200810,2100,20200810,1358,20200810,1421,1324589,20200810,1800,20200810,2300,20200810,1652,20200810,1717,240
30162,20200807,933,1228947,20200810,800,20200810,1500,20200810,1247,20200810,1345,1324589,20200810,2100,20200810,2200,20200810,1521,20200810,1551,142
30163,20200807,934,1228947,20200810,800,20200810,1500,20200810,1310,20200810,1342,1324589,20200810,2100,20200810,2200,20200810,1515,20200810,1516,142
30164,20200807,934,1228947,20200810,800,20200810,1500,20200810,1241,20200810,1351,1324589,20200810,2100,20200810,2200,20200810,1523,20200810,1602,142
30165,20200807,938,1635893,20200811,500,20200811,900,20200811,1724,20200811,1724,1159451,20200813,700,20200813,1500,20200813,1601,20200813,1633,851
30166,20200807,939,1213851,20200807,1600,20200807,1600,20200807,1640,20200807,1947,534123,20200810,800,20200810,1600,20200810,40,20200810,1153,718
30167,20200807,942,1635893,20200807,1200,20200807,2200,20200807,1102,20200807,1219,2162417,20200807,1200,20200808,0,20200810,1103,20200810,1315,182
30168,20200807,938,2879307,20200810,900,20200810,1500,20200810,1307,20200810,1426,1291507,20200813,900,20200813,2100,20200812,1527,20200812,1533,1512
30169,20200807,949,1298307,20200811,1100,20200811,1300,20200811,1403,20200811,1403,1494283,20200812,1000,20200812,1000,20200812,951,20200812,1018,462
30170,20200807,950,1298307,20200809,700,20200809,900,20200809,1307,20200809,1308,1494283,20200810,1800,20200810,1800,20200810,1559,20200810,1620,462
30171,20200807,952,1298307,20200811,1000,20200811,1200,20200811,1246,20200811,1247,1494283,20200812,1730,20200812,1730,20200812,1243,20200812,1244,462
30172,20200807,1009,1541237,20200807,1300,20200807,1300,20200807,1305,20200807,1336,1281307,20200810,900,20200810,1600,20200810,1605,20200810,1606,467
30173,20200807,959,2162417,20200807,800,20200808,0,20200807,1458,20200807,1459,1635893,20200807,800,20200808,2000,20200807,1843,20200807,1844,182
30174,20200807,1048,1058301,20200811,700,20200811,2200,20200812,1058,20200812,1237,1453857,20200811,800,20200811,2300,20200813,812,20200813,936,368
30175,20200807,1055,2736881,20200807,1000,20200807,1700,20200807,1211,20200807,1515,1585845,20200810,800,20200810,1500,20200810,1048,20200810,1145,1038
30176,20200807,1058,1228947,20200810,800,20200810,1500,20200810,1625,20200810,1718,1324589,20200811,2100,20200811,2200,20200811,1200,20200811,1230,142
30177,20200807,1100,1228947,20200810,101,20200810,1500,20200810,831,20200810,908,1324589,20200810,800,20200810,2200,20200810,1043,20200810,1104,142
30178,20200807,1103,842707,20200807,100,20200807,1600,20200807,1630,20200807,2340,1654389,20200810,1500,20200810,1500,20200810,1419,20200810,1608,472
30179,20200807,1122,1020357,20200811,700,20200811,1600,20200811,835,20200811,956,1304563,20200812,700,20200812,1400,20200812,740,20200812,831,402
30180,20200807,1125,1020357,20200810,700,20200810,1600,20200811,1004,20200811,1111,1304563,20200812,1330,20200812,1330,20200812,944,20200812,1038,402
30181,20200807,1131,2455293,20200807,1345,20200807,1345,20200807,1520,20200807,1522,1890145,20200810,800,20200810,1700,20200810,811,20200810,853,913
30182,20200807,1155,1324589,20200810,101,20200810,1300,20200807,1549,20200807,1605,1228947,20200810,800,20200810,2200,20200810,703,20200810,709,71
