LOAD_ID,BOOKING_DT,BOOKING_TM,ORIG,PKUP_ST_DT,PKUP_ST_TM,PKUP_END_DT,PKUP_END_TM,PKUP_ARRIVAL_ACT_DT,PKUP_ARRIVAL_ACT_TM,PKUP_DEPARTURE_ACT_DT,PKUP_DEPARTURE_ACT_TM,DEST,DLVERY_ST_DT,DLVERY_ST_TM,DLVERY_END_DT,DLVERY_END_TM,DLVERY_ARRIVAL_ACT_DT,DLVERY_ARRIVAL_ACT_TM,DLVERY_DEPARTURE_ACT_DT,DLVERY_DEPARTURE_ACT_TM,MILEAGE
29,20200708,1016,784941,20200713,430,20200713,1800,20200713,1022,20200713,1046,264843,20200714,700,20200714,1600,20200714,853,20200714,913,334
30,20200715,1633,1128953,20200720,600,20200720,1500,20200720,1515,20200720,1537,1106615,20200722,2000,20200722,2000,20200722,1652,20200722,2140,166
31,20200716,817,1302149,20200720,1100,20200720,1100,20200720,730,20200720,731,1302149,20200723,800,20200723,800,20200723,721,20200723,744,3532
32,20200716,2025,1696855,20200718,900,20200718,900,20200718,928,20200718,1106,1207221,20200721,1000,20200721,1000,20200721,1000,20200721,1435,818
33,20200720,1445,1167169,20200807,1400,20200807,1400,20200807,2025,20200807,2035,1106615,20200809,2131,20200809,2131,20200809,2025,20200810,204,172
34,20200721,858,1308541,20200724,1100,20200724,1100,20200724,1243,20200724,1246,679813,20200727,1200,20200727,1200,20200727,1111,20200727,1130,1365
35,20200723,753,1302149,20200727,1100,20200727,1100,20200727,735,20200727,826,1302149,20200730,800,20200730,800,20200730,730,20200730,735,3450
36,20200723,1329,1107839,20200725,1430,20200725,1430,20200725,1459,20200725,1528,1132421,20200728,800,20200728,800,20200728,744,20200728,1050,135
37,20200730,1531,1308541,20200807,1100,20200807,1100,20200807,1030,20200807,1429,679813,20200810,1200,20200810,1200,20200810,1200,20200810,1212,1365
38,20200731,1534,1302149,20200803,1100,20200803,1100,20200803,812,20200806,730,1302149,20200806,800,20200806,800,20200806,730,20200806,744,3532
39,20200806,1256,1308541,20200814,1100,20200814,1100,20200814,1241,20200814,1245,679813,20200817,1200,20200817,1200,20200817,1200,20200817,1215,1365
40,20200807,749,1302149,20200810,1100,20200810,1100,20200810,737,20200813,804,1302149,20200813,800,20200813,800,20200813,804,20200813,804,3532
41,20200811,1621,1302149,20200817,1100,20200817,1100,20200817,747,20200820,725,1302149,20200820,800,20200820,800,20200820,725,20200820,735,3532
42,20200817,1047,1401667,20200819,1700,20200819,1700,20200819,1630,20200819,1835,427703,20200822,1835,20200822,1835,20200822,1758,20200822,2323,1025
43,20200817,1249,292009,20200825,1100,20200825,1100,20200825,1255,20200825,1256,1823845,20200829,530,20200829,530,20200828,1914,20200828,1929,906
44,20200820,1010,1302149,20200824,1100,20200824,1100,20200824,800,20200827,748,1302149,20200827,800,20200827,800,20200827,748,20200827,800,3532
45,20200821,1739,1207221,20200823,1100,20200823,1100,20200822,1848,20200823,1038,1197667,20200825,2300,20200825,2300,20200825,2054,20200826,4,645
46,20200829,1122,1302149,20200831,1100,20200831,1100,20200831,830,20200903,754,1302149,20200903,800,20200903,800,20200903,755,20200903,800,3450
47,20200901,1515,784941,20200907,800,20200907,1800,20200907,1356,20200907,1517,544221,20200911,1930,20200911,1930,20200911,1921,20200911,2302,297
48,20200903,930,1302149,20200907,1100,20200907,1100,20200907,814,20200907,815,1302149,20200910,800,20200910,800,20200910,833,20200910,835,3450
49,20200903,1428,1308541,20200911,1100,20200911,1100,20200911,1105,20200911,1112,679813,20200914,1200,20200914,1200,20200914,1155,20200914,1205,1365
50,20200910,1452,1308541,20200918,1100,20200918,1100,20200918,800,20200918,1225,679813,20200921,1200,20200921,1200,20200922,244,20200922,325,1365
51,20200911,1149,1302149,20200914,1100,20200914,1100,20200914,745,20200914,747,1302149,20200917,800,20200917,800,20200917,819,20200917,820,3450
52,20200914,1246,1106343,20200916,1000,20200916,1000,20200916,957,20200916,1041,1197667,20200917,2100,20200917,2100,20200917,1907,20200917,2128,192
53,20200914,1634,1106343,20200915,800,20200915,800,20200915,616,20200915,834,1144525,20200916,1300,20200917,600,20200917,530,20200917,853,403
54,20200918,845,1308541,20200925,1100,20200925,1100,20200925,1120,20200925,1134,679813,20200928,1200,20200928,1200,20200928,1157,20200928,1300,1365
55,20200918,1653,1302149,20200921,1100,20200921,1100,20200921,843,20200924,923,1302149,20200924,800,20200924,800,20200924,923,20200924,925,3450
56,20200921,834,1106343,20200923,1000,20200923,1300,20200923,1625,20200923,1658,1181619,20200925,1730,20200925,1730,20200925,1637,20200925,1918,273
57,20200924,856,1308541,20201002,1100,20201002,1100,20201002,46,20201002,1109,679813,20201005,1200,20201005,1200,20201005,1147,20201005,1150,1365
58,20200924,1458,1302149,20200928,1100,20200928,1100,20200928,748,20200928,836,1302149,20201001,800,20201001,800,20201001,837,20201001,840,3450
59,20200924,1503,1302149,20201005,1100,20201005,1100,20201005,834,20201005,835,1302149,20201008,800,20201008,800,20201008,703,20201008,706,3450
60,20200925,854,667709,20200926,1030,20200926,1030,20200926,655,20200926,850,1730107,20200929,800,20200929,800,20200929,616,20200929,938,1287
61,20201008,1021,667709,20201010,600,20201010,1000,20201010,821,20201010,938,1730107,20201013,800,20201013,800,20201012,1326,20201012,1328,1209
62,20201008,1450,1308541,20201016,1100,20201016,1100,20201016,1117,20201016,1122,679813,20201019,1200,20201019,1200,20201019,1200,20201019,1220,1365
63,20201019,1339,2062355,20201023,1300,20201023,1300,20201023,1012,20201023,1109,778277,20201028,1200,20201028,1200,20201028,1103,20201028,1601,748
64,20201022,1403,1308541,20201030,1100,20201030,1100,20201030,1239,20201030,1244,679813,20201102,1200,20201102,1200,20201102,1200,20201102,1201,1365
65,20201026,1016,629153,20201026,1600,20201026,1600,20201026,1659,20201026,2205,1331287,20201029,830,20201029,830,20201028,2357,20201029,1003,1040
66,20201029,1643,50915,20201029,1300,20201029,1300,20201030,839,20201030,1609,1267707,20201107,1935,20201107,1935,20201107,1823,20201107,2248,1179
67,20201111,928,804763,20201111,900,20201111,1200,20201111,1202,20201111,1654,1038887,20201116,600,20201116,600,20201116,913,20201116,951,538
68,20201113,848,1308541,20201120,1100,20201120,1100,20201120,1000,20201120,1330,679813,20201123,1200,20201123,1400,20201123,1400,20201123,1429,1365
69,20201125,840,1308541,20201204,1100,20201204,1100,20201204,907,20201204,1223,679813,20201207,1200,20201207,1200,20201207,1200,20201207,1200,1365
70,20201203,1229,1197531,20201209,2000,20201210,1600,20201210,1400,20201210,1707,1181619,20201212,1730,20201212,1731,20201212,1632,20201212,1937,127
71,20201204,1443,1546949,20201206,800,20201206,800,20201206,743,20201206,1030,1968107,20201209,1200,20201209,1200,20201209,1123,20201209,1159,1092
72,20201207,842,1308541,20201211,1100,20201211,1100,20201211,1030,20201211,1346,679813,20201214,1200,20201214,1200,20201214,1100,20201214,1107,1365
73,20201214,1429,1308541,20201219,1100,20201219,1100,20201219,1452,20201219,1500,679813,20201221,1200,20201221,1200,20201222,405,20201222,422,1365
74,20201221,1515,680493,20201221,1900,20201221,1900,20201221,1835,20201221,1938,815541,20201222,1600,20201222,1600,20201222,1342,20201222,1405,335
75,20201224,1131,1308541,20201231,1100,20201231,1100,20201231,1157,20201231,1159,679813,20210104,1200,20210104,1200,20210104,1150,20210104,1200,1365
76,20210113,1222,784941,20210118,400,20210118,1800,20210118,1630,20210118,1630,256921,20210120,700,20210120,1500,20210119,1300,20210119,1420,322
77,20210121,1028,1308541,20210129,1100,20210129,1100,20210129,58,20210129,1418,679813,20210201,1200,20210201,1200,20210202,1828,20210202,1831,1365
78,20210203,1638,1302149,20210209,415,20210209,415,20210209,1638,20210209,1717,1166183,20210211,1000,20210211,1000,20210211,903,20210211,1100,669
79,20210209,927,1111919,20210209,1030,20210209,1200,20210209,1149,20210209,1353,1197667,20210211,1900,20210211,1900,20210211,1830,20210211,2146,158
80,20210222,916,1308541,20210302,1100,20210302,1100,20210302,1048,20210302,1302,679813,20210304,1200,20210304,1200,20210304,1200,20210304,1210,1493
81,20210304,1027,1308541,20210305,1100,20210305,1100,20210305,1234,20210305,1234,271575,20210308,1000,20210308,1000,20210308,1147,20210308,1204,1253
82,20210305,1035,71315,20210308,800,20210308,1400,20210308,756,20210308,901,1874913,20210311,1755,20210311,1755,20210311,1715,20210311,1955,1232
83,20210319,1112,1308541,20210326,1100,20210326,1100,20210326,750,20210326,1115,679813,20210329,1200,20210329,1200,20210329,1145,20210329,1200,1365
84,20210319,1343,71315,20210322,700,20210322,1400,20210322,1249,20210322,1506,1279913,20210326,2100,20210326,2100,20210326,1937,20210326,2243,1046
85,20210324,1649,1128953,20210329,2300,20210330,400,20210330,1058,20210330,1116,1088595,20210331,900,20210401,600,20210401,715,20210401,838,366
86,20210326,1006,1308541,20210402,1100,20210402,1100,20210402,27,20210402,1409,679813,20210405,1200,20210405,1200,20210405,1200,20210405,1245,1365
87,20210327,1110,1108213,20210328,1300,20210328,1300,20210328,1359,20210328,1520,1213511,20210330,600,20210330,600,20210330,552,20210330,1013,485
88,20210401,741,608277,20210402,900,20210402,900,20210402,610,20210402,902,1304563,20210406,0,20210406,0,20210406,1004,20210406,1259,566
89,20210401,1636,1308541,20210409,1100,20210409,1100,20210408,2341,20210409,1300,679813,20210412,1200,20210412,1200,20210412,1200,20210412,1205,1474
90,20210402,1641,1140819,20210405,800,20210405,1500,20210405,914,20210405,1229,1111579,20210407,1600,20210407,1600,20210407,1310,20210407,1514,422
91,20210429,807,1140819,20210429,800,20210429,1800,20210429,1400,20210429,1500,1132489,20210501,500,20210503,500,NONE,NONE,NONE,NONE,264
92,20200503,1100,1036915,20200515,1400,20200515,1400,20200515,637,20200515,730,756857,20200518,700,20200518,700,20200518,703,20200518,720,643
93,20200504,1456,1318707,20200507,1300,20200507,1300,20200507,1519,20200507,1632,660807,20200512,1500,20200512,1500,20200512,1309,20200512,1401,926
94,20200504,1632,1040621,20200505,1000,20200505,1000,20200505,925,20200505,1112,1112429,20200508,1200,20200508,1200,20200508,321,20200508,1117,326
95,20200506,1340,1401769,20200515,1300,20200515,1300,20200515,150,20200515,154,594983,20200518,800,20200519,800,20200519,1518,20200519,1605,561
96,20200506,1457,784941,20200511,400,20200511,2000,20200511,1700,20200511,1720,264843,20200512,700,20200512,1600,20200512,1100,20200512,1300,361
97,20200507,1448,1822757,20200508,1100,20200508,1100,20200508,1021,20200508,1235,1305787,20200511,700,20200511,700,20200511,640,20200511,951,591
98,20200508,1050,1132489,20200508,1400,20200508,1400,20200508,2101,20200508,2135,951847,20200510,400,20200510,400,20200509,2336,20200510,3,596
99,20200511,1004,1305141,20200518,1100,20200518,1100,20200518,800,20200518,815,2071637,20200520,1730,20200520,1730,20200520,1555,20200520,1659,532
100,20200512,1023,784941,20200517,500,20200517,2000,20200517,1821,20200517,1853,397375,20200518,800,20200518,1500,20200518,939,20200518,1022,310
101,20200512,1025,784941,20200517,500,20200517,2000,20200518,209,20200518,247,256921,20200520,600,20200520,600,20200520,524,20200520,1102,287
102,20200513,1441,71315,20200515,700,20200515,1500,20200515,815,20200515,900,1330641,20200518,1600,20200518,1600,20200518,1359,20200518,1953,1321
103,20200513,1518,1128953,20200518,600,20200518,600,20200518,1106,20200518,1109,1106615,20200519,2000,20200519,2000,20200519,1915,20200519,2153,126
104,20200514,1254,667709,20200516,900,20200516,900,20200515,2128,20200516,915,1820717,20200518,2300,20200518,2300,20200518,1649,20200519,520,1014
105,20200514,1549,289425,20200519,1000,20200519,1000,20200519,1000,20200519,1000,1823845,20200522,530,20200522,530,20200522,500,20200522,900,878
106,20200515,954,1040451,20200517,2300,20200517,2300,20200517,2315,20200518,936,2061913,20200519,1945,20200819,1945,20200519,1807,20200519,2213,692
107,20200515,1731,1132489,20200517,1400,20200517,1400,20200517,1404,20200517,1436,1132489,20200518,2359,20200519,1200,20200519,1225,20200519,1230,1071
108,20200518,1028,674305,20200521,1000,20200521,1000,20200521,1000,20200521,1337,1823845,20200524,730,20200524,730,20200523,1412,20200523,1440,900
109,20200518,1620,1167169,20200522,1500,20200522,1500,20200522,1638,20200522,1645,1106615,20200526,516,20200526,516,20200526,205,20200526,926,305
110,20200520,1017,1106343,20200520,1600,20200520,1600,20200520,1611,20200520,1928,1197667,20200521,2300,20200521,2300,20200521,2013,20200522,206,165
111,20200521,921,784941,20200529,730,20200530,1800,20200529,730,20200529,745,1041063,20200601,600,20200601,600,20200601,320,20200601,912,644
112,20200522,1136,289493,20200530,800,20200530,800,20200530,742,20200530,927,1823845,20200602,430,20200602,430,20200601,1723,20200601,1738,918
113,20200524,950,1128953,20200525,1000,20200525,1000,20200525,1400,20200525,1455,1106615,20200526,2000,20200526,2000,20200526,1942,20200526,2101,166
114,20200524,1037,1179987,20200531,2300,20200531,2300,20200531,2200,20200531,2215,1159213,20200601,200,20200601,1400,20200601,1045,20200601,1100,139
115,20200525,1409,1733507,20200526,1400,20200526,1400,20200526,1100,20200526,1555,1213375,20200528,1100,20200528,1100,20200528,920,20200528,1300,932
116,20200527,813,300713,20200527,1300,20200527,1300,20200527,1346,20200527,1433,1284775,20200529,1230,20200529,1230,20200529,1125,20200529,1303,692
117,20200528,1619,1128953,20200601,700,20200601,700,20200601,943,20200601,1046,1106615,20200602,2130,20200602,2130,20200602,2050,20200602,2355,166
118,20200529,906,472787,20200530,1100,20200530,1100,20200530,1752,20200531,57,1213851,20200603,800,20200603,800,20200603,1300,20200603,1340,1165
119,20200529,1609,1167169,20200601,1400,20200601,1400,20200601,1507,20200601,1555,1106615,20200603,715,20200603,715,20200603,625,20200603,934,305
120,20200601,1052,1166455,20200601,1030,20200601,1500,20200601,1450,20200601,1648,1166455,20200608,700,20200608,700,20200608,801,20200608,953,1148
121,20200601,1552,1132489,20200602,1200,20200602,1200,20200601,1958,20200602,1207,222751,20200605,200,20200605,200,20200605,146,20200605,506,1169
122,20200603,1205,784941,20200608,600,20200608,1800,20200608,1247,20200608,1317,306085,20200609,800,20200609,1500,20200609,1032,20200609,1107,324
123,20200604,1504,784941,20200612,600,20200613,1600,20200612,807,20200612,844,1041063,20200615,400,20200615,400,20200615,304,20200615,628,644
124,20200604,1539,2071637,20200609,2030,20200609,2030,20200610,57,20200610,135,1077817,20200611,1400,20200611,1400,20200611,1357,20200611,1406,772
125,20200608,1013,784941,20200614,430,20200614,1800,20200614,1843,20200614,1856,397375,20200615,800,20200615,1500,20200615,1020,20200615,1052,310
126,20200610,838,784941,20200615,500,20200615,1600,20200615,1600,20200615,1600,264843,20200616,700,20200616,1600,20200616,1100,20200616,1129,337
127,20200610,953,667505,20200612,900,20200612,900,20200612,833,20200612,950,1823845,20200615,430,20200615,430,20200615,342,20200615,437,900
128,20200610,1447,784941,20200615,500,20200615,1800,20200615,1800,20200615,1830,306085,20200616,800,20200616,1500,20200616,1000,20200616,1100,373
129,20200611,926,667709,20200613,1000,20200613,1000,20200613,736,20200613,942,1730107,20200616,1300,20200616,1300,20200616,1348,20200616,1507,1250
130,20200612,1246,613309,20200612,1430,20200612,1500,20200612,1514,20200612,1958,612017,20200617,1100,20200617,1100,20200617,1010,20200617,1033,2109
131,20200615,948,1338325,20200615,900,20200615,1300,20200615,1738,20200615,2114,1655579,20200617,300,20200617,300,20200617,249,20200617,351,782
132,20200616,1530,1305141,20200625,600,20200625,600,20200625,458,20200625,718,2071637,20200626,1800,20200626,1800,20200626,1921,20200626,2106,532
133,20200617,1516,71315,20200619,700,20200619,1500,20200619,1224,20200619,1421,1330641,20200625,2100,20200625,2100,20200626,14,20200626,17,1238
134,20200618,928,1167169,20200619,1500,20200619,1500,20200619,1215,20200619,1328,1106615,20200623,715,20200623,715,20200623,641,20200623,930,305
135,20200618,1002,1167169,20200626,1300,20200626,1300,20200626,1411,20200626,1544,1106615,20200628,715,20200628,715,20200628,614,20200628,937,305
136,20200619,1529,689707,20200626,1000,20200626,1000,20200626,500,20200626,1000,1823845,20200629,430,20200629,430,20200628,1459,20200628,1528,880
137,20200622,822,784941,20200628,330,20200628,1800,20200628,2214,20200628,2237,397375,20200629,800,20200629,1500,20200629,628,20200629,630,316
138,20200622,1120,53363,20200624,800,20200624,800,20200624,633,20200624,804,1048339,20200629,630,20200629,630,20200629,531,20200629,814,980
139,20200623,831,300713,20200701,1300,20200701,1300,20200701,1145,20200701,1402,1278859,20200703,2000,20200703,2000,20200703,1938,20200703,2137,770
140,20200623,1628,318155,20200626,700,20200626,1400,20200626,1003,20200626,1530,1285047,20200629,830,20200629,830,20200629,757,20200629,1043,746
141,20200624,1706,2072555,20200630,1430,20200630,1430,20200630,1319,20200630,1459,1038887,20200707,600,20200707,600,20200707,704,20200707,734,666
142,20200625,1124,613309,20200627,1100,20200627,1100,20200627,841,20200627,844,1384055,20200706,1630,20200706,1630,20200706,1554,20200706,2149,580
143,20200625,1443,470951,20200628,1000,20200628,1000,20200628,927,20200628,1212,1046367,20200701,600,20200701,600,20200701,856,20200701,928,1030
144,20200626,824,1276921,20200630,230,20200630,230,20200630,511,20200630,517,602123,20200701,700,20200701,700,20200701,751,20200701,1557,663
145,20200626,1042,1305141,20200629,1400,20200629,1400,20200629,1100,20200629,1230,483905,20200701,600,20200701,600,20200630,2345,20200630,2345,699
146,20200626,1622,1327853,20200629,800,20200629,1300,20200629,1000,20200629,1104,1313267,20200701,615,20200701,615,20200630,1055,20200701,726,346
147,20200629,1152,1308541,20200702,1100,20200702,1100,20200702,1342,20200702,1347,237201,20200706,1000,20200706,1000,20200706,900,20200706,915,1178
148,20200630,1327,1128953,20200630,1500,20200630,1700,20200630,1549,20200630,1549,1106615,20200701,1700,20200701,1700,20200701,1649,20200701,1953,126
149,20200630,1451,784941,20200706,330,20200706,1500,20200706,1500,20200706,1500,282625,20200707,900,20200707,900,20200707,430,20200707,534,262
150,20200630,1541,784941,20200706,500,20200706,1800,20200707,3,20200707,12,264843,20200707,700,20200707,1600,20200707,942,20200708,111,352
151,20200702,1112,1107839,20200703,1230,20200703,1230,20200703,1407,20200703,1518,1132421,20200705,800,20200705,800,20200705,720,20200705,1050,135
152,20200702,1130,806327,20200708,2200,20200708,2200,20200709,1620,20200709,1701,2071773,20200713,1100,20200713,1100,20200713,1327,20200713,1330,778
153,20200702,1126,1107839,20200703,1230,20200703,1230,20200703,1147,20200703,1322,1131979,20200705,400,20200705,400,20200705,841,20200705,841,135
154,20200702,1541,1302149,20200710,100,20200710,100,20200711,1827,20200711,1846,434877,20200715,1730,20200715,1730,20200715,1427,20200715,1710,792
155,20200703,632,1036915,20200710,1400,20200710,1400,20200710,1342,20200710,1725,756857,20200722,800,20200722,800,20200722,656,20200722,1006,643
156,20200703,807,1040621,20200710,1300,20200710,1300,20200710,1209,20200710,1548,1152311,20200713,500,20200713,500,20200713,217,20200713,857,605
157,20200703,1715,1106343,20200707,1400,20200707,1400,20200707,1543,20200707,1712,1144525,20200709,800,20200709,800,20200708,1527,20200708,1606,370
158,20200708,1255,784941,20200715,500,20200715,1800,20200715,2324,20200715,2345,264843,20200716,700,20200716,1500,20200716,1243,20200716,1309,294
159,20200709,1114,1302149,20200717,1900,20200717,1900,20200717,1712,20200717,1712,415021,20200721,700,20200721,700,20200721,523,20200721,915,713
160,20200710,936,289493,20200720,1000,20200720,1000,20200720,1621,20200721,1023,1823845,20200723,530,20200723,530,20200722,2125,20200722,2200,902
161,20200711,746,1128953,20200713,600,20200713,1100,20200713,900,20200713,900,1106615,20200714,2000,20200714,2000,20200714,1857,20200714,2157,166
162,20200713,1107,289425,20200721,1000,20200721,1000,20200721,1024,20200721,1218,1823845,20200724,530,20200724,530,20200724,454,20200724,636,916
163,20200717,1309,2061029,20200718,1230,20200718,1230,20200718,1345,20200718,1547,110993,20200721,900,20200721,900,20200721,552,20200721,1316,1028
164,20200717,1411,318155,20200724,700,20200724,1400,20200724,1351,20200724,1454,1285047,20200727,1300,20200727,1300,20200727,1115,20200727,1555,746
165,20200717,1618,1107839,20200718,800,20200718,2359,20200719,1540,20200719,1756,1153501,20200720,1600,20200720,1600,20200720,1555,20200721,10,307
166,20200720,749,1558169,20200720,800,20200720,1400,20200720,1102,20200720,1348,2073609,20200721,1300,20200721,1500,20200721,1257,20200721,1338,315
167,20200720,1458,520387,20200723,1100,20200723,1100,20200722,1945,20200723,1128,1046367,20200725,800,20200725,800,20200729,1039,20200729,1213,880
168,20200720,1634,1106343,20200721,1800,20200721,1800,20200721,1901,20200721,2210,1165707,20200722,1900,20200722,1900,20200722,1857,20200722,2313,236
169,20200722,907,632043,20200804,830,20200804,830,20200803,2120,20200804,1305,1042185,20200807,230,20200807,230,20200807,154,20200807,400,791
170,20200722,1102,784941,20200727,430,20200727,1600,20200727,1055,20200727,1124,256921,20200728,700,20200728,1500,20200728,1157,20200728,1331,344
171,20200724,1103,784941,20200802,530,20200802,1800,20200802,1259,20200802,1313,839613,20200804,900,20200804,900,20200804,820,20200804,1503,296
172,20200727,1212,1106343,20200728,1800,20200728,1800,20200728,1651,20200728,1945,1144151,20200729,1000,20200729,1000,20200729,712,20200729,1441,375
173,20200727,1507,964597,20200729,1130,20200729,1130,20200730,1555,20200730,1555,2071637,20200803,2100,20200803,2100,20200803,2100,20200803,2216,855
174,20200728,1116,1308541,20200731,1100,20200731,1130,20200731,930,20200731,1400,679813,20200803,1000,20200803,1000,20200803,900,20200803,900,1425
175,20200729,1502,784941,20200802,430,20200802,2000,20200802,2346,20200803,13,371909,20200803,1100,20200803,1100,20200803,740,20200803,820,324
176,20200729,1646,784941,20200803,400,20200803,2000,20200803,1800,20200803,1826,290819,20200804,1900,20200804,1900,20200804,1829,20200804,1945,273
177,20200807,850,318155,20200812,800,20200812,1500,20200812,1417,20200812,1501,1044395,20200817,2200,20200817,2200,20200817,2111,20200817,2345,824
178,20200807,956,291941,20200814,1000,20200814,1000,20200814,1703,20200814,1805,1823845,20200817,530,20200817,530,20200816,1505,20200816,1525,906
179,20200807,1039,528581,20200807,1800,20200809,2230,20200809,1009,20200809,1009,289425,20200810,800,20200810,1400,20200810,700,20200810,805,414
180,20200807,1827,1106343,20200810,1800,20200810,1800,20200810,1342,20200810,1522,1106343,20200811,1430,20200811,1430,20200811,1230,20200811,1912,120
181,20200808,831,1684377,20200809,1200,20200809,1700,20200809,1628,20200809,1947,1048169,20200812,1100,20200812,1100,20200812,1038,20200812,1216,804
182,20200810,1630,1167169,20200824,1600,20200831,2000,20200825,1701,20200825,1701,1106615,20200904,1515,20200904,1515,20200904,1329,20200904,1650,172
183,20200811,1148,689707,20200814,700,20200814,700,20200814,1138,20200814,1429,1823845,20200817,900,20200817,900,20200817,1718,20200817,1736,880
184,20200812,1023,689707,20200821,1000,20200821,1000,20200821,1239,20200821,1501,1823845,20200824,800,20200824,800,20200825,1036,20200825,1057,880
185,20200813,1508,1587375,20200820,2200,20200820,2200,20200820,1234,20200820,2015,2071637,20200821,1730,20200821,1730,20200821,1611,20200821,1715,192
186,20200814,1441,1663773,20200815,1100,20200815,1100,20200815,1242,20200815,1243,57307,20200817,1100,20200817,1100,20200817,1234,20200817,1438,841
