LOAD_ID,BOOKING_DT,BOOKING_TM,ORIG,PKUP_ST_DT,PKUP_ST_TM,PKUP_END_DT,PKUP_END_TM,PKUP_ARRIVAL_ACT_DT,PKUP_ARRIVAL_ACT_TM,PKUP_DEPARTURE_ACT_DT,PKUP_DEPARTURE_ACT_TM,DEST,DLVERY_ST_DT,DLVERY_ST_TM,DLVERY_END_DT,DLVERY_END_TM,DLVERY_ARRIVAL_ACT_DT,DLVERY_ARRIVAL_ACT_TM,DLVERY_DEPARTURE_ACT_DT,DLVERY_DEPARTURE_ACT_TM,MILEAGE
15056,20210201,1104,1546949,20210206,1500,20210206,1500,20210206,1413,20210206,1630,796501,20210207,1800,20210207,1800,20210207,1704,20210207,2116,459
15057,20210201,1130,2060927,20210205,1430,20210205,1430,20210205,1330,20210205,1536,635341,20210207,600,20210207,600,20210207,530,20210207,717,681
15058,20210201,1151,1106513,20210204,2300,20210204,2300,20210205,301,20210205,315,1106343,20210205,400,20210205,400,20210205,400,20210205,408,23
15059,20210201,1155,1106513,20210204,2300,20210204,2300,20210205,504,20210205,509,1106343,20210205,700,20210205,700,20210205,558,20210205,559,23
15060,20210201,1216,1106513,20210206,2300,20210206,2300,20210207,304,20210207,313,1106343,20210207,400,20210207,400,20210207,400,20210207,413,23
15061,20210201,1220,1106513,20210206,2300,20210206,2300,20210207,531,20210207,540,1106343,20210207,700,20210207,700,20210207,626,20210207,626,23
15062,20210201,1228,1106513,20210207,2300,20210207,2300,20210208,301,20210208,316,1106343,20210208,400,20210208,400,20210208,418,20210208,419,23
15063,20210201,1319,677433,20210203,1500,20210203,1500,20210203,1543,20210203,1627,1299123,20210205,600,20210205,600,20210204,1700,20210204,1749,592
15064,20210201,1316,1197531,20210210,2300,20210211,900,20210211,1402,20210211,1413,1168427,20210211,1930,20210211,1930,20210211,1827,20210211,2034,55
15065,20210201,1325,991491,20210208,1400,20210208,1400,20210208,1434,20210208,1624,2071671,20210209,2030,20210209,2030,20210209,1910,20210210,34,697
15066,20210201,1327,991491,20210208,1300,20210208,1300,20210208,1324,20210208,1459,2071671,20210209,2200,20210209,2200,20210209,1837,20210209,2013,697
15067,20210201,1341,1197531,20210210,2300,20210211,1300,20210211,1141,20210211,1141,1181619,20210211,1731,20210211,1731,20210211,1652,20210211,1917,114
15068,20210201,1351,71315,20210202,700,20210202,1400,20210202,700,20210202,1030,1920507,20210204,2035,20210204,2035,20210204,1930,20210204,2101,1351
15069,20210201,1406,1197531,20210208,2300,20210209,900,20210208,2011,20210208,2242,1106615,20210209,1730,20210209,1730,20210209,1638,20210209,1754,133
15070,20210201,1414,1197531,20210208,2300,20210209,900,20210208,2046,20210209,936,1106615,20210209,2130,20210209,2130,20210209,1321,20210209,1322,133
15071,20210201,1421,1197531,20210205,2300,20210206,1800,20210206,1402,20210206,1402,1240813,20210207,1600,20210207,1600,20210207,1505,20210207,1736,358
15072,20210201,1427,1197531,20210205,2300,20210208,900,20210208,927,20210208,1000,1267707,20210208,1930,20210208,1930,20210208,1851,20210208,2247,379
15073,20210201,1435,519911,20210205,1000,20210205,1100,20210205,1318,20210205,1614,1045075,20210207,1000,20210207,1000,20210207,1000,20210207,1334,938
15074,20210201,1438,472447,20210202,1730,20210202,1730,20210202,1623,20210202,2001,2072827,20210204,900,20210204,900,20210204,741,20210204,1119,753
15075,20210201,1444,2070413,20210211,1730,20210211,1730,20210212,1652,20210212,1830,1401769,20210212,530,20210212,530,20210213,1717,20210213,1837,435
15076,20210201,1448,2074323,20210203,1900,20210203,1900,20210203,1538,20210204,555,1559087,20210204,300,20210204,300,20210204,1127,20210204,1207,270
15077,20210201,1454,1698249,20210204,2300,20210204,2300,20210203,2234,20210205,1000,625107,20210206,1600,20210206,1600,20210206,1511,20210206,1542,620
15078,20210201,1528,784941,20210208,400,20210208,2200,20210209,439,20210209,439,316761,20210209,1100,20210209,1100,20210209,1000,20210209,1115,270
15079,20210201,1536,2074323,20210203,2000,20210203,2000,20210203,1948,20210204,733,1823845,20210204,430,20210204,430,20210204,922,20210204,922,56
15080,20210201,1549,470951,20210204,600,20210204,600,20210203,2251,20210204,211,1046367,20210207,700,20210207,700,20210206,1921,20210206,1930,1030
15081,20210201,1551,276811,20210203,1200,20210203,1200,20210203,659,20210203,1555,1046571,20210205,800,20210205,800,20210204,1907,20210205,657,850
15082,20210201,1559,470951,20210204,1600,20210204,1600,20210204,1542,20210204,1646,1046367,20210207,500,20210207,500,20210206,1626,20210206,1805,1030
15083,20210201,1552,1167169,20210202,1600,20210202,1600,20210203,800,20210203,830,1604307,20210205,1630,20210205,1630,20210205,1613,20210205,2041,1077
15084,20210201,1617,276811,20210203,1200,20210203,1200,20210203,921,20210203,1702,1046571,20210205,800,20210205,800,20210205,220,20210205,626,850
15085,20210201,1655,472447,20210202,1830,20210202,1830,20210202,1532,20210202,1917,2072827,20210204,700,20210204,700,20210204,618,20210204,1024,753
15086,20210202,739,1054901,20210205,1200,20210205,1200,20210205,1135,20210205,1422,1113109,20210208,1900,20210208,1900,20210205,2344,20210205,2350,335
15087,20210202,828,2092785,20210207,630,20210207,630,20210207,1053,20210207,1056,625107,20210208,1600,20210208,1600,20210209,942,20210209,1032,743
15088,20210202,831,2092785,20210205,600,20210205,600,20210206,904,20210206,933,625107,20210206,1600,20210206,1600,20210207,1452,20210207,1542,743
15089,20210202,831,1167169,20210203,1600,20210204,1200,20210204,1000,20210204,1000,1181619,20210204,1400,20210204,1400,20210204,1317,20210204,1628,72
15090,20210202,910,2092785,20210209,930,20210209,930,20210209,1905,20210209,1905,1823845,20210210,430,20210210,430,20210209,2151,20210209,2151,98
15091,20210202,911,2092785,20210209,500,20210209,500,20210209,1313,20210209,1348,1679651,20210210,600,20210210,600,20210210,144,20210210,643,289
15092,20210202,911,1482723,20210207,1030,20210207,1030,20210207,1032,20210207,1437,839613,20210208,700,20210208,700,20210207,2235,20210208,1220,312
15093,20210202,911,2061029,20210207,1430,20210207,1430,20210207,1535,20210208,321,1559087,20210209,200,20210209,200,20210208,1311,20210208,1434,297
15094,20210202,934,2060383,20210208,1400,20210208,1400,20210208,1506,20210208,2242,1559087,20210210,600,20210210,600,20210209,1442,20210209,1500,320
15095,20210202,935,2092785,20210209,1330,20210209,1330,20210209,1330,20210209,1400,1679651,20210210,1700,20210210,1700,20210210,615,20210210,1329,289
15096,20210202,938,964597,20210204,1000,20210204,1000,20210205,128,20210205,132,2071637,20210206,1100,20210206,1100,20210206,1031,20210206,1238,855
15097,20210202,939,784941,20210205,2300,20210207,800,20210206,1040,20210206,1131,1058743,20210208,1400,20210208,1400,20210208,1259,20210208,1300,573
15098,20210202,941,784941,20210207,500,20210207,2000,20210207,1503,20210207,1518,839613,20210208,1200,20210208,1200,20210208,1114,20210208,1347,296
15099,20210202,941,784941,20210207,530,20210207,2000,20210208,550,20210208,629,839613,20210208,1200,20210208,1200,20210208,1156,20210208,1409,296
15100,20210202,942,784941,20210207,630,20210207,2000,20210207,1512,20210207,1514,839613,20210208,1000,20210208,1000,20210208,915,20210208,1150,296
15101,20210202,939,1106343,20210202,1800,20210203,600,20210202,1922,20210202,2034,1132421,20210203,1130,20210203,1130,20210202,2349,20210203,1324,152
15102,20210202,946,2092785,20210209,1800,20210209,1800,20210209,1800,20210209,2022,1654117,20210211,500,20210211,500,20210210,1353,20210210,1454,333
15103,20210202,947,2092785,20210209,2230,20210209,2230,20210210,2126,20210210,2126,1654117,20210212,600,20210212,600,20210211,1601,20210211,1628,333
15104,20210202,1004,1305141,20210212,900,20210212,900,20210212,730,20210212,1021,973029,20210213,300,20210213,300,20210213,300,20210213,500,230
15105,20210202,1006,1048169,20210215,1100,20210215,1100,20210215,1712,20210216,906,1128375,20210217,200,20210217,200,20210217,204,20210217,306,424
15106,20210202,1009,784941,20210204,500,20210204,1800,20210204,1150,20210204,1213,533443,20210205,200,20210205,200,20210205,56,20210205,152,186
15107,20210202,1024,635341,20210207,730,20210207,730,20210207,707,20210207,943,2062355,20210209,1500,20210209,1500,20210209,1436,20210209,1633,695
15108,20210202,1025,2062355,20210207,2130,20210207,2130,20210207,2009,20210207,2009,635341,20210209,1430,20210209,1430,20210209,1025,20210209,1246,695
15109,20210202,1038,1047897,20210212,800,20210212,800,20210212,939,20210212,1447,1132421,20210213,1100,20210213,1100,20210213,1057,20210213,1527,435
15110,20210202,1132,1278791,20210209,1000,20210209,1000,20210209,945,20210209,1132,2070175,20210210,2100,20210210,2100,20210211,1316,20210211,1701,468
15111,20210202,1221,979081,20210204,1400,20210204,1400,20210204,1309,20210204,1517,472175,20210206,1100,20210206,1100,20210206,744,20210206,1004,690
15112,20210202,1228,2073677,20210207,1400,20210207,1400,20210209,1051,20210209,1500,1679651,20210210,630,20210210,630,20210209,2025,20210210,837,249
15113,20210202,1229,2070413,20210318,1730,20210318,1730,20210318,1003,20210318,1822,1401769,20210319,1300,20210319,1300,20210319,1306,20210319,1445,435
15114,20210202,1305,961707,20210205,800,20210205,1500,20210205,1924,20210206,835,1823845,20210208,900,20210208,900,20210207,1948,20210208,916,879
15115,20210202,1316,1113109,20210209,1700,20210209,1700,20210209,1547,20210209,1620,1132421,20210210,700,20210210,700,20210210,914,20210210,914,135
15116,20210202,1324,1113109,20210203,1700,20210203,1700,20210203,1807,20210203,1846,1132421,20210204,500,20210204,500,20210203,2151,20210204,1018,135
15117,20210202,1327,1113109,20210203,1700,20210203,1700,20210203,1700,20210203,1808,1132421,20210204,800,20210204,800,20210203,2140,20210204,1330,135
15118,20210202,1333,1113109,20210204,800,20210204,800,20210204,927,20210204,946,1166183,20210204,1530,20210204,1530,20210204,1356,20210204,1840,182
15119,20210202,1336,1113109,20210204,800,20210204,800,20210204,938,20210204,1007,1166183,20210204,1530,20210204,1530,20210204,1438,20210204,1735,182
15120,20210202,1337,2567867,20210204,1700,20210204,1700,20210204,1116,20210204,2024,1046367,20210206,700,20210206,700,20210205,2127,20210205,2155,777
15121,20210202,1348,472447,20210203,1200,20210203,1600,20210203,1911,20210203,2148,316761,20210204,600,20210204,600,20210204,1119,20210204,1418,202
15122,20210202,1355,784941,20210207,230,20210207,2200,20210207,2116,20210207,2139,316761,20210208,1100,20210208,1100,20210208,300,20210208,401,270
15123,20210202,1355,784941,20210207,330,20210207,1700,20210207,900,20210207,900,434707,20210208,800,20210208,800,20210208,422,20210208,523,423
15124,20210202,1356,784941,20210207,230,20210207,2000,20210207,2318,20210207,2343,403325,20210208,1000,20210208,1000,20210208,501,20210208,637,303
15125,20210202,1356,784941,20210207,400,20210207,1700,20210207,1200,20210207,1300,1554701,20210208,1030,20210208,1030,20210208,1000,20210208,1126,437
15126,20210202,1357,784941,20210207,400,20210207,1800,20210208,113,20210208,113,598213,20210208,400,20210208,400,20210208,320,20210208,805,120
15127,20210202,1358,784941,20210207,330,20210207,1800,20210207,1359,20210207,1453,598213,20210208,430,20210208,430,20210208,520,20210208,758,120
15128,20210202,1358,784941,20210207,300,20210207,1800,20210209,238,20210209,240,598213,20210209,300,20210209,300,20210209,444,20210209,711,120
15129,20210202,1359,784941,20210207,230,20210207,1800,20210207,914,20210207,1039,598213,20210208,500,20210208,500,20210208,437,20210208,600,120
15130,20210202,1400,784941,20210207,400,20210208,700,20210208,743,20210208,752,1313267,20210210,700,20210210,700,20210210,700,20210210,845,813
15131,20210202,1401,784941,20210208,400,20210208,1000,20210208,1219,20210208,1255,1842817,20210210,45,20210210,59,20210209,1756,20210210,115,794
15132,20210202,1400,1113109,20210210,1700,20210210,1700,20210210,1734,20210210,1734,1106615,20210210,2130,20210210,2130,20210210,1737,20210210,1737,28
15133,20210202,1408,1167169,20210212,1600,20210213,900,20210213,900,20210213,900,1181619,20210213,1545,20210213,1545,20210213,1503,20210213,1811,72
15134,20210202,1426,2092785,20210212,2230,20210212,2230,20210212,1300,20210212,1400,1679651,20210213,2030,20210213,2030,20210212,2113,20210213,1932,289
15135,20210202,1421,1167169,20210210,1000,20210210,1200,20210210,1001,20210210,1155,1168427,20210210,1500,20210210,1500,20210210,1446,20210210,1700,11
15136,20210202,1452,1698249,20210205,1000,20210205,1000,20210205,1146,20210205,1219,2071195,20210208,1100,20210208,1100,20210206,138,20210206,138,162
15137,20210202,1520,635341,20210202,1530,20210202,1530,20210202,1548,20210202,1549,2062355,20210203,1830,20210203,1830,20210203,1711,20210203,1821,695
15138,20210202,1520,2093227,20210202,800,20210203,1700,20210202,2121,20210203,1118,2220897,20210203,100,20210205,59,20210203,2230,20210203,2307,503
15139,20210202,1522,2093227,20210203,800,20210203,1700,20210203,907,20210203,1125,2220897,20210204,100,20210205,59,20210204,924,20210204,1021,503
15140,20210202,1528,1300789,20210205,1500,20210205,1500,20210205,1215,20210205,1315,693209,20210210,1830,20210210,1830,20210210,1640,20210210,1719,596
15141,20210202,1533,635341,20210210,1030,20210210,1030,20210210,1050,20210210,1206,969391,20210211,1100,20210211,1100,20210211,1203,20210211,1404,524
15142,20210202,1534,635341,20210208,1630,20210208,1630,20210208,1922,20210208,2034,2062355,20210210,1400,20210210,1400,20210210,1221,20210210,1327,695
15143,20210202,1539,2544237,20210203,900,20210204,1800,20210204,1211,20210204,1346,1304563,20210204,800,20210209,1700,20210205,1512,20210205,1555,776
15144,20210202,1541,2544237,20210203,900,20210204,1800,20210204,1045,20210204,1046,1304563,20210204,800,20210209,1700,20210205,1442,20210205,1442,776
15145,20210202,1544,2073507,20210212,1545,20210212,1545,20210212,1905,20210212,2125,1056907,20210215,2100,20210215,2100,20210215,2040,20210216,251,727
15146,20210202,1634,1401769,20210209,800,20210209,800,20210211,1540,20210211,1540,594983,20210211,1000,20210211,1000,20210212,1434,20210212,1435,561
15147,20210202,1705,1698249,20210205,2300,20210205,2300,20210206,243,20210206,243,2071195,20210208,1100,20210208,1100,20210206,635,20210206,759,162
15148,20210202,1706,1698249,20210205,1600,20210205,1600,20210208,1131,20210208,1151,625107,20210208,1200,20210208,1200,20210209,1453,20210209,1521,620
15149,20210202,1848,1575033,20210204,1200,20210204,1200,20210204,1204,20210204,1417,1305821,20210205,1000,20210205,1000,20210205,901,20210205,1131,410
15150,20210203,801,1401769,20210211,2000,20210211,2000,20210212,1927,20210212,1930,2073677,20210212,1100,20210212,1100,20210214,902,20210214,902,456
15151,20210203,807,1401769,20210216,700,20210216,700,20210218,2218,20210218,2241,2071773,20210216,1900,20210216,1900,20210220,1514,20210220,1541,441
15152,20210203,817,2092785,20210208,630,20210209,630,20210208,1339,20210209,1215,625107,20210210,1600,20210210,1600,20210210,1418,20210210,1459,743
15153,20210203,834,784941,20210207,130,20210207,1800,20210208,30,20210208,45,598213,20210208,400,20210208,400,20210208,321,20210208,756,120
15154,20210203,839,1845843,20210208,800,20210208,800,20210208,1316,20210208,1546,2062865,20210208,1530,20210208,1530,20210208,1955,20210208,2138,193
15155,20210203,900,256989,20210208,700,20210208,700,20210208,726,20210208,830,686953,20210208,1300,20210208,1300,20210208,1055,20210208,1625,123
15156,20210203,905,784941,20210208,230,20210208,1800,20210208,1529,20210208,1550,256921,20210209,600,20210209,600,20210208,2125,20210209,856,287
15157,20210203,909,784941,20210208,500,20210209,1000,20210209,355,20210209,422,1842817,20210210,2300,20210210,2300,20210210,1616,20210211,58,794
15158,20210203,910,784941,20210208,500,20210209,1000,20210209,150,20210209,237,1842817,20210211,45,20210211,59,20210210,2325,20210211,325,794
15159,20210203,909,1586185,20210203,1300,20210203,1300,20210203,1340,20210203,1605,1277397,20210204,1100,20210204,1100,20210204,1024,20210204,1113,304
15160,20210203,934,2060383,20210210,136,20210210,1400,20210211,136,20210211,138,1559087,20210211,1054,20210212,600,20210211,1044,20210211,1100,320
15161,20210203,935,2060383,20210210,1400,20210210,1400,20210210,1252,20210211,215,1654117,20210211,600,20210211,600,20210211,858,20210211,931,315
15162,20210203,937,1485409,20210204,800,20210204,1500,20210204,816,20210204,955,595221,20210205,700,20210205,700,20210205,651,20210205,730,388
15163,20210203,942,645609,20210205,900,20210205,1500,20210205,1154,20210205,1244,784941,20210205,2300,20210205,2300,20210206,913,20210206,914,229
15164,20210203,946,635341,20210210,1030,20210210,1030,20210210,1532,20210210,1730,1207833,20210212,1200,20210212,1200,20210212,937,20210212,1137,899
15165,20210203,947,2062355,20210206,1900,20210206,1900,20210206,1939,20210206,1939,635341,20210208,1300,20210208,1300,20210208,1138,20210208,1230,695
15166,20210203,948,2062355,20210205,1630,20210205,1630,20210205,1612,20210205,1656,635341,20210207,1000,20210207,1000,20210207,854,20210207,951,695
15167,20210203,959,1111341,20210210,2300,20210210,2300,20210210,1427,20210210,1544,1305549,20210212,800,20210212,800,20210211,1422,20210211,1422,506
15168,20210203,959,1111341,20210210,2300,20210210,2300,20210210,948,20210210,1045,1305549,20210212,800,20210212,800,20210211,746,20210211,834,506
15169,20210203,1057,784941,20210205,400,20210205,1800,20210205,1200,20210205,1300,533443,20210206,200,20210206,200,20210206,108,20210206,145,186
15170,20210203,1054,2073677,20210206,800,20210206,800,20210206,758,20210206,1309,1313267,20210208,2000,20210208,2000,20210208,1750,20210208,1953,521
15171,20210203,1125,1574795,20210209,600,20210209,600,20210209,705,20210209,1002,2071297,20210210,830,20210210,830,20210210,659,20210210,900,211
15172,20210203,1155,1286543,20210205,900,20210205,900,20210205,827,20210205,943,1132421,20210206,1100,20210206,1100,20210206,924,20210206,1136,626
15173,20210203,1224,1213851,20210215,1000,20210215,1000,20210215,1009,20210215,1136,300713,20210217,730,20210217,730,20210217,807,20210217,905,862
15174,20210203,1221,1113109,20210212,1600,20210214,1700,20210214,1545,20210214,1557,1106615,20210214,1730,20210214,1730,20210214,1701,20210214,1847,28
15175,20210203,1238,1401769,20210210,1800,20210210,1800,20210211,1201,20210211,1230,2071773,20210211,1900,20210211,1900,20210211,2108,20210211,2200,441
15176,20210203,1238,1401769,20210210,2200,20210210,2200,20210211,1605,20210211,1619,2071773,20210211,1900,20210211,1900,20210212,1359,20210212,1525,441
15177,20210203,1239,1401769,20210210,1600,20210210,1600,20210211,1118,20210211,1147,2071773,20210211,1900,20210211,1900,20210212,1700,20210212,1720,441
15178,20210203,1239,1401769,20210211,600,20210211,600,20210211,954,20210211,1040,2071773,20210212,1900,20210212,1900,20210211,2040,20210211,2058,441
15179,20210203,1240,1401769,20210212,1200,20210212,1200,20210212,1941,20210212,2006,2071773,20210213,1500,20210213,1500,20210213,1435,20210213,1500,441
15180,20210203,1240,1401769,20210212,2200,20210212,2200,20210214,1214,20210214,1250,2071773,20210213,1500,20210213,1500,20210215,1018,20210215,1117,441
15181,20210203,1241,1401769,20210212,600,20210212,600,20210214,652,20210214,728,2071773,20210213,1500,20210213,1500,20210214,1744,20210214,1904,441
15182,20210203,1241,601307,20210211,600,20210211,600,20210211,1710,20210211,1712,533443,20210212,600,20210212,600,20210212,834,20210212,835,150
15183,20210203,1241,1401769,20210211,2000,20210211,2000,20210212,2011,20210212,2042,2071773,20210212,1500,20210212,1500,20210213,1622,20210213,1659,441
