LOAD_ID,BOOKING_DT,BOOKING_TM,ORIG,PKUP_ST_DT,PKUP_ST_TM,PKUP_END_DT,PKUP_END_TM,PKUP_ARRIVAL_ACT_DT,PKUP_ARRIVAL_ACT_TM,PKUP_DEPARTURE_ACT_DT,PKUP_DEPARTURE_ACT_TM,DEST,DLVERY_ST_DT,DLVERY_ST_TM,DLVERY_END_DT,DLVERY_END_TM,DLVERY_ARRIVAL_ACT_DT,DLVERY_ARRIVAL_ACT_TM,DLVERY_DEPARTURE_ACT_DT,DLVERY_DEPARTURE_ACT_TM,MILEAGE
45047,20201218,1727,2235653,20201220,900,20201220,1800,20201220,1713,20201220,1858,1304563,20201221,800,20201222,1700,20201222,1304,20201222,1415,640
45048,20201218,1727,2235653,20201220,900,20201220,1800,20201220,1408,20201220,1408,1304563,20201221,800,20201222,1700,20201221,1249,20201221,1348,640
45049,20201218,1727,2235653,20201220,900,20201220,1800,20201220,1503,20201220,1554,1304563,20201221,800,20201222,1700,20201221,1345,20201221,1459,640
45050,20201218,1727,2235653,20210201,900,20210203,1800,20210202,1119,20210202,1219,1304563,20210202,800,20210203,1700,20210203,1616,20210203,1616,640
45051,20201219,951,1298307,20201219,1000,20201219,1000,20201219,1630,20201219,1725,1809021,20201220,100,20201222,59,20201220,1650,20201220,1704,664
45052,20201219,952,1298307,20201219,1030,20201219,1030,20201219,1109,20201219,1127,1809021,20201220,100,20201222,59,20201221,1111,20201221,1138,664
45053,20201219,953,1298307,20201219,1100,20201219,1100,20201219,1043,20201219,1144,1809021,20201220,100,20201222,59,20201219,2349,20201220,109,664
45054,20201219,1001,1298307,20201219,1200,20201219,1200,20201219,1149,20201219,1234,1809021,20201220,1900,20201221,700,20201221,1128,20201221,1130,664
45055,20201219,1002,1298307,20201219,1200,20201219,1200,20201219,1736,20201219,1818,1809021,20201220,1900,20201221,700,20201220,1914,20201220,1945,664
45056,20201219,1003,1298307,20201219,1400,20201219,1400,20201219,1501,20201219,1619,1654695,20201220,0,20201220,2359,20201220,1620,20201220,1620,501
45057,20201219,1011,1298307,20201219,1400,20201219,1400,20201219,1613,20201219,1744,1575883,20201221,800,20201221,1000,20201221,757,20201221,929,365
45058,20201219,1013,1298307,20201219,1400,20201219,1400,20201219,1707,20201219,1842,1575883,20201221,900,20201221,1100,20201221,919,20201221,1033,365
45059,20201219,1014,1298307,20201219,1400,20201219,1400,20201219,1307,20201219,1307,85765,20201221,700,20201221,1430,20201221,633,20201221,954,913
45060,20201219,1043,1298307,20201220,700,20201220,700,20201220,1021,20201220,1123,1494283,20201221,1000,20201221,1000,20201221,948,20201221,1019,462
45061,20201219,1044,1298307,20201220,600,20201220,600,20201221,242,20201221,242,1494283,20201221,1400,20201221,1400,20201221,1400,20201221,1400,462
45062,20201219,1058,1298307,20201220,800,20201220,800,20201220,1433,20201220,1434,1494283,20201221,1330,20201221,1330,20201221,1313,20201221,1408,462
45063,20201219,1059,1298307,20201220,900,20201220,900,20201220,900,20201220,1457,1494283,20201221,1230,20201221,1230,20201221,1203,20201221,1205,462
45064,20201219,1059,1298307,20201220,1000,20201220,1000,20201220,1007,20201220,1108,2118829,20201221,800,20201221,2200,20201221,801,20201221,802,454
45065,20201219,1057,1298307,20201219,1200,20201219,1200,20201219,1412,20201219,1455,1809021,20201221,1900,20201222,700,20201220,201,20201220,234,664
45066,20201219,1109,1298307,20201220,2000,20201220,2000,20201220,1406,20201220,1431,1322107,20201221,1640,20201221,1640,20201221,1658,20201221,1717,206
45067,20201219,1114,1298307,20201219,1200,20201219,1200,20201219,1510,20201219,1607,1654695,20201220,1200,20201220,1200,20201220,1530,20201220,1729,501
45068,20201219,1115,1298307,20201219,1200,20201219,1200,20201219,1247,20201219,1330,1654695,20201220,0,20201220,0,20201220,37,20201220,59,501
45069,20201219,1734,1107329,20201221,800,20201221,1800,20201221,1526,20201221,1551,1324589,20201222,800,20201223,1800,20201222,1548,20201222,1558,605
45070,20201220,646,1298307,20201220,1000,20201220,1000,20201220,930,20201220,1448,2583507,20201221,1130,20201221,1130,20201221,1130,20201221,1205,667
45071,20201220,655,1298307,20201220,730,20201220,730,20201220,1127,20201220,1204,1809021,20201222,101,20201223,59,20201221,1147,20201221,1215,664
45072,20201220,657,1298307,20201220,930,20201220,930,20201220,1233,20201220,1325,614907,20201221,700,20201221,2100,20201221,1104,20201221,1109,577
45073,20201220,657,1298307,20201220,900,20201220,900,20201220,1108,20201220,1108,614907,20201221,700,20201221,2100,20201223,1753,20201223,1817,577
45074,20201220,658,1298307,20201220,700,20201220,700,20201220,1010,20201220,1114,1809021,20201222,101,20201223,59,20201221,857,20201221,909,664
45075,20201220,659,1298307,20201220,1000,20201220,1000,20201220,1339,20201220,1339,614907,20201221,700,20201221,2100,20201220,2339,20201221,1253,577
45076,20201220,701,1298307,20201220,800,20201220,800,20201220,1141,20201220,1213,1809021,20201222,101,20201223,59,20201222,924,20201222,1011,664
45077,20201220,707,1298307,20201220,830,20201220,830,20201220,1638,20201220,1638,1809021,20201222,101,20201223,59,20201222,123,20201222,202,664
45078,20201220,803,1298307,20201220,800,20201220,800,20201220,1047,20201220,1101,2583507,20201221,1100,20201221,1100,20201221,1236,20201221,1251,667
45079,20201220,804,1298307,20201220,1100,20201220,1100,20201220,1243,20201220,1331,2583507,20201221,1200,20201221,1200,20201221,1151,20201221,1216,667
45080,20201220,806,1298307,20201220,1200,20201220,1200,20201220,1521,20201220,1522,2583507,20201221,1430,20201221,1430,20201221,1356,20201221,1556,667
45081,20201220,818,1298307,20201220,1400,20201220,1400,20201220,1446,20201220,1532,2583507,20201221,1330,20201221,1330,20201221,1246,20201221,1533,667
45082,20201220,819,1298307,20201220,1500,20201220,1500,20201220,1505,20201220,1619,2583507,20201221,1500,20201221,1500,20201221,1517,20201222,1039,667
45083,20201220,819,1298307,20201220,1600,20201220,1600,20201220,1134,20201220,1251,2583507,20201221,1230,20201221,1230,20201221,1116,20201221,1147,667
45084,20201220,820,1298307,20201220,1700,20201220,1700,20201220,1428,20201220,1454,2583507,20201221,1400,20201221,1400,20201221,1313,20201221,1555,667
45085,20201220,834,1298307,20201220,1800,20201220,1800,20201220,2014,20201220,2134,2583507,20201221,1530,20201221,1530,20201222,57,20201222,59,667
45086,20201220,835,1298307,20201220,1900,20201220,1900,20201220,1840,20201220,1933,2583507,20201221,1600,20201221,1600,20201221,1645,20201222,856,667
45087,20201220,836,1298307,20201220,1400,20201220,1400,20201220,1542,20201220,1542,1809021,20201221,1900,20201222,700,20201221,2242,20201221,2242,664
45088,20201220,836,1298307,20201220,1400,20201220,1400,20201220,1520,20201220,1617,2118829,20201221,800,20201221,1800,20201221,1308,20201221,1312,454
45089,20201220,837,1298307,20201220,1000,20201220,1000,20201220,1158,20201221,1314,1660033,20201221,0,20201221,0,20201222,1405,20201222,1452,537
45090,20201220,1034,1300789,20201221,700,20201221,1400,20201221,649,20201221,815,1377527,20201221,700,20201221,1430,20201221,1320,20201221,1330,249
45091,20201220,1113,1300789,20201222,700,20201222,1500,20201223,1011,20201223,1044,1453347,20201222,800,20201222,1600,20201226,1146,20201226,1159,221
45092,20201220,1319,1298307,20201221,1000,20201221,1000,20201221,751,20201221,756,1809021,20201222,1900,20201223,700,20201221,1944,20201222,543,664
45093,20201220,1331,1298307,20201221,600,20201221,600,20201221,747,20201221,846,2583507,20201222,100,20201222,100,20201222,838,20201222,909,667
45094,20201220,1423,1298307,20201221,1300,20201221,1500,20201221,1213,20201221,1411,1322107,20201222,640,20201222,640,20201222,635,20201222,709,206
45095,20201220,1425,1298307,20201221,1500,20201221,1700,20201222,1644,20201222,1742,1322107,20201223,1800,20201223,1800,20201223,1804,20201223,1805,206
45096,20201220,1427,1298307,20201221,1500,20201221,1700,20201221,1212,20201221,1555,1322107,20201222,1000,20201222,1000,20201221,2026,20201222,940,206
45097,20201220,1428,1298307,20201221,1400,20201221,1600,20201221,1055,20201221,1130,1322107,20201222,840,20201222,840,20201222,910,20201222,911,206
45098,20201220,1429,1298307,20201221,1300,20201221,1500,20201221,1423,20201221,1507,1322107,20201222,820,20201222,820,20201222,744,20201222,818,206
45099,20201220,1430,1298307,20201221,1300,20201221,1500,20201221,1410,20201221,1543,1322107,20201222,720,20201222,720,20201222,726,20201222,747,206
45100,20201220,1431,1298307,20201221,1000,20201221,1200,20201221,940,20201221,1004,1809021,20201222,100,20201223,100,20201221,2151,20201222,839,664
45101,20201220,1433,1298307,20201221,700,20201221,900,20201221,945,20201221,1136,2118829,20201222,800,20201222,1800,20201222,1458,20201222,1525,454
45102,20201220,1434,1298307,20201221,700,20201221,900,20201221,1140,20201221,1331,1575883,20201222,1000,20201222,1000,20201222,1006,20201222,1335,365
45103,20201220,1435,1298307,20201221,600,20201221,800,20201221,1032,20201221,1242,1660033,20201222,1400,20201222,1400,20201222,1320,20201222,1346,537
45104,20201220,1624,1298307,20201221,700,20201221,700,20201221,953,20201221,1101,2583507,20201222,100,20201222,100,20201222,1004,20201222,1004,667
45105,20201220,1626,1298307,20201221,1000,20201221,1000,20201221,1049,20201221,1138,2583507,20201222,100,20201222,100,20201222,1057,20201222,1142,667
45106,20201220,1630,1298307,20201221,1000,20201221,1000,20201221,1316,20201221,1524,2583507,20201222,1100,20201222,1100,20201222,1019,20201222,1045,667
45107,20201221,619,1300789,20201221,700,20201221,1500,20201221,726,20201221,854,1453347,20201221,800,20201221,1600,20201221,1251,20201221,1257,221
45108,20201221,622,1298307,20201221,1100,20201221,1100,20201221,1021,20201221,1346,1809021,20201222,1900,20201223,700,20201222,1717,20201222,1717,664
45109,20201221,632,1298307,20201221,1500,20201221,1500,20201221,1113,20201221,1113,2583507,20201222,100,20201222,100,20201222,1333,20201222,1345,667
45110,20201221,639,1298307,20201221,1400,20201221,1400,20201221,1034,20201221,1034,2583507,20201222,1130,20201222,1130,20201222,1117,20201222,1139,667
45111,20201221,642,1298307,20201221,1800,20201221,1800,20201221,1110,20201221,1234,1494283,20201222,1730,20201222,1830,20201222,1136,20201222,1223,462
45112,20201221,643,1298307,20201221,1700,20201221,1700,20201221,1725,20201221,1759,1809021,20201222,1900,20201223,700,20201222,1457,20201222,1516,664
45113,20201221,644,1298307,20201221,1700,20201221,1700,20201221,1816,20201221,1816,1809021,20201223,1900,20201223,700,20201222,2127,20201222,2128,664
45114,20201221,646,1298307,20201221,1700,20201221,1700,20201221,1703,20201221,1751,1494283,20201222,1700,20201222,1800,20201222,1834,20201222,1835,462
45115,20201221,648,1298307,20201221,1800,20201221,1800,20201222,706,20201222,800,1809021,20201222,1900,20201223,700,20201222,2011,20201222,2011,664
45116,20201221,751,1054493,20201221,700,20201221,1600,20201221,1416,20201221,1423,1131707,20201222,1300,20201222,1300,20201222,1029,20201222,1134,455
45117,20201221,803,737307,20201221,700,20201221,1430,20201221,1344,20201221,1529,1298307,20201222,700,20201222,1200,20201222,1319,20201222,1427,523
45118,20201221,757,1054493,20201229,600,20201229,1800,20201229,1639,20201229,1726,1111443,20201230,0,20201230,0,20201230,1123,20201230,1258,320
45119,20201221,804,1541237,20201221,1400,20201221,1400,20201221,1504,20201221,1649,1322107,20201222,800,20201222,1530,20201222,1350,20201222,1442,508
45120,20201221,805,1541237,20201221,1400,20201221,1400,20201221,1407,20201221,1612,1322107,20201222,800,20201222,1530,20201222,1247,20201222,1312,508
45121,20201221,805,1054493,20201221,600,20201221,1800,20201221,1500,20201221,1530,1131707,20201222,1100,20201222,1100,20201222,1100,20201222,1130,455
45122,20201221,816,1301979,20201221,800,20201221,1200,20201221,1126,20201221,1323,1280763,20201222,800,20201222,1600,20201222,1046,20201222,1137,303
45123,20201221,818,1301979,20201221,800,20201221,1200,20201221,1022,20201221,1118,1280763,20201222,800,20201222,1600,20201222,1119,20201222,1206,303
45124,20201221,825,1298307,20201221,1400,20201221,1400,20201221,1100,20201221,1300,1809021,20201222,1900,20201223,700,20201222,2211,20201222,2211,664
45125,20201221,833,1809021,20201222,900,20201222,1100,20201222,1151,20201222,1152,1298307,20201223,1100,20201223,1100,20201223,1142,20201223,1142,664
45126,20201221,836,1809021,20201222,900,20201222,1100,20201222,1720,20201222,1720,1298307,20201223,1400,20201223,1400,20201223,1630,20201223,1720,664
45127,20201221,838,1809021,20201222,900,20201222,1100,20201222,1521,20201222,1555,1298307,20201223,1300,20201223,1300,20201223,1312,20201223,1313,664
45128,20201221,836,1809021,20201222,1000,20201222,1200,20201223,0,20201223,0,1298307,20201223,1500,20201223,1500,20201224,600,20201224,800,664
45129,20201221,840,1809021,20201222,900,20201222,1100,20201222,543,20201222,546,1298307,20201223,1000,20201223,1000,20201222,1707,20201222,1714,664
45130,20201221,840,1809021,20201222,1000,20201222,1200,20201222,1037,20201222,1129,1298307,20201223,800,20201223,800,20201223,1127,20201223,1158,664
45131,20201221,842,1809021,20201222,900,20201222,1100,20201222,2243,20201222,2244,1298307,20201223,1500,20201223,1500,20201224,1208,20201224,1230,664
45132,20201221,842,1298307,20201221,1200,20201221,1200,20201221,1142,20201221,1329,1494283,20201222,900,20201222,900,20201222,913,20201222,952,462
45133,20201221,843,1298307,20201221,1600,20201221,1600,20201221,1752,20201221,1754,1494283,20201222,1500,20201223,1600,20201222,1530,20201222,1605,462
45134,20201221,843,1809021,20201222,900,20201222,1100,20201222,2324,20201222,2325,1298307,20201223,900,20201223,900,20201224,1334,20201224,1334,664
45135,20201221,844,1298307,20201221,2000,20201221,2000,20201221,1915,20201221,2015,1494283,20201222,1930,20201222,1930,20201222,1836,20201222,1857,462
45136,20201221,844,1809021,20201222,900,20201222,1100,20201222,840,20201222,858,1298307,20201223,1200,20201223,1200,20201222,2042,20201223,756,664
45137,20201221,843,1809021,20201222,1000,20201222,1200,20201221,2243,20201221,2243,1298307,20201223,600,20201223,600,20201222,1700,20201222,1730,664
45138,20201221,844,1298307,20201221,1400,20201221,1400,20201221,1100,20201221,1245,1494283,20201222,1300,20201222,1400,20201222,1318,20201222,1346,462
45139,20201221,845,1809021,20201222,900,20201222,1100,20201222,2105,20201222,2105,1298307,20201223,700,20201223,700,20201223,2202,20201223,2202,664
45140,20201221,845,1298307,20201221,2000,20201221,2000,20201221,1233,20201221,1234,1494283,20201222,1800,20201222,1900,20201222,1813,20201222,1814,462
45141,20201221,845,1809021,20201222,1000,20201222,1200,20201222,1829,20201222,1829,1298307,20201223,1600,20201223,1600,20201223,1424,20201223,1458,664
45142,20201221,907,1061599,20201222,100,20201222,1500,20201222,505,20201222,525,1238875,20201222,800,20201222,1600,20201222,835,20201222,921,477
45143,20201221,922,1298307,20201221,600,20201221,600,20201221,952,20201221,1155,2194785,20201222,800,20201223,1600,20201222,1303,20201222,1337,733
45144,20201221,940,1498907,20201221,1330,20201221,1330,20201221,1503,20201221,1507,1208037,20201222,600,20201223,1600,20201222,1949,20201222,1951,707
45145,20201221,942,1301979,20201221,800,20201221,1200,20201221,1343,20201221,1408,1280763,20201222,800,20201222,1600,20201222,742,20201222,833,303
45146,20201221,943,1301979,20201222,800,20201222,1200,20201222,729,20201222,903,1280763,20201223,1130,20201223,1130,20201223,734,20201223,1003,303
45147,20201221,944,1301979,20201222,800,20201222,1200,20201222,1130,20201222,1234,1280763,20201223,1300,20201223,1300,20201223,736,20201223,1009,303
45148,20201221,945,1301979,20201222,800,20201222,1200,20201228,830,20201228,937,1280763,20201223,1200,20201223,1200,20201228,1446,20201228,1522,303
45149,20201221,944,1287427,20201221,600,20201222,1800,20201221,1145,20201221,1351,1823709,20201222,800,20201228,1600,20201222,1344,20201222,1415,608
45150,20201221,947,1324589,20201222,700,20201222,1600,20201221,1731,20201221,1818,2468009,20201222,700,20201222,2100,20201222,1130,20201222,1154,377
45151,20201221,947,2468009,20201222,700,20201222,1600,20201222,1158,20201222,1328,1324589,20201222,700,20201222,2100,20201223,730,20201223,758,755
45152,20201221,946,1287427,20201221,600,20201223,1800,20201221,1452,20201221,1623,1276649,20201221,800,20201223,1700,20201222,1027,20201222,1058,141
45153,20201221,949,1301979,20201229,800,20201229,1200,20201229,1039,20201229,1145,1280763,20201230,1200,20201230,1200,20201230,1124,20201230,1256,303
45154,20201221,949,1301979,20201228,800,20201228,1200,20201228,842,20201228,1044,1280763,20201229,1200,20201229,1200,20201229,718,20201229,1217,303
45155,20201221,949,1287427,20201221,600,20201222,1800,20201221,1148,20201221,1435,850799,20201221,600,20201223,1700,20201222,1030,20201222,1033,408
45156,20201221,953,1558577,20201221,700,20201221,1700,20201221,1353,20201221,1935,1301707,20201222,700,20201222,1600,20201222,1415,20201222,1500,349
45157,20201221,958,1298307,20201222,1000,20201222,1000,20201223,1033,20201223,1120,1322107,20201223,1900,20201223,1900,20201223,1538,20201223,1607,206
45158,20201221,959,1298307,20201222,900,20201222,900,20201222,908,20201222,954,1322107,20201222,1640,20201222,1640,20201222,1428,20201222,1505,206
45159,20201221,1000,1298307,20201222,1100,20201222,1100,20201222,1411,20201222,1430,1322107,20201222,1740,20201222,1740,20201222,1956,20201222,1957,206
45160,20201221,1001,1298307,20201222,700,20201222,700,20201222,1010,20201222,1057,1322107,20201222,1620,20201222,1620,20201222,1444,20201222,1507,206
45161,20201221,1002,1298307,20201222,1200,20201222,1200,20201222,1135,20201222,1252,1322107,20201222,1840,20201222,1840,20201222,1721,20201222,1737,206
45162,20201221,1007,2118829,20201221,800,20201221,2200,20201221,1453,20201221,1453,1280151,20201222,800,20201222,1600,20201222,904,20201222,916,327
45163,20201221,1021,1324589,20201222,800,20201222,2300,20201222,1237,20201222,1338,1390175,20201222,700,20201222,2359,20201222,1822,20201222,1830,258
45164,20201221,1030,1390175,20201222,700,20201222,2200,20201222,1839,20201222,1927,1324589,20201223,800,20201224,59,20201223,1152,20201223,1210,545
45165,20201221,1029,1298307,20201221,2000,20201221,2000,20201221,1515,20201221,1517,1575883,20201222,1100,20201222,1300,20201222,10,20201222,2102,365
45166,20201221,1038,1456305,20201222,800,20201222,1600,20201222,814,20201222,913,1324589,20201222,800,20201222,2100,20201222,1255,20201222,1257,436
45167,20201221,1040,1453347,20201222,600,20201222,1500,20201222,946,20201222,1116,1318707,20201222,800,20201222,1900,20201222,1525,20201222,1604,194
45168,20201221,1041,1324589,20201222,800,20201222,2300,20201221,1253,20201221,1325,1390175,20201222,700,20201222,2359,20201222,601,20201222,702,273
45169,20201221,1042,1453347,20201222,800,20201222,1800,20201222,1107,20201222,1232,1324589,20201223,800,20201223,2100,20201223,854,20201223,910,139
45170,20201221,1044,1453347,20201222,800,20201222,1800,20201222,1316,20201222,1346,1324589,20201222,800,20201222,2100,20201222,1634,20201222,1640,139
45171,20201221,1041,1033685,20201221,700,20201221,1600,20201221,1431,20201221,1543,1302115,20201223,900,20201223,900,20201223,915,20201223,916,323
45172,20201221,1046,1033685,20201221,700,20201222,1600,20201222,1221,20201222,1221,1302115,20201223,1100,20201223,1100,20201223,923,20201223,923,323
45173,20201221,1053,1107329,20201222,1600,20201222,1800,20201222,1800,20201222,1900,973437,20201223,700,20201223,1600,20201228,900,20201228,1000,444
45174,20201221,1105,1228947,20201222,800,20201222,1500,20201222,728,20201222,836,1324589,20201222,2100,20201222,2200,20201222,1005,20201222,1035,142
45175,20201221,1106,1228947,20201222,800,20201222,1500,20201222,1200,20201222,1249,1324589,20201222,2100,20201222,2200,20201222,1442,20201222,1502,142
45176,20201221,1108,1298307,20201222,700,20201222,700,20201222,640,20201222,747,2583507,20201223,100,20201223,100,20201223,848,20201223,849,667
45177,20201221,1108,1298307,20201222,600,20201222,600,20201222,600,20201222,1230,2583507,20201228,1100,20201228,1100,20201228,1100,20201228,1130,667
45178,20201221,1109,1298307,20201222,800,20201222,800,20201222,1127,20201222,1324,2583507,20201223,100,20201223,100,20201223,1341,20201223,1500,667
45179,20201221,1110,1227893,20201222,730,20201222,1600,20201222,952,20201222,1021,1324589,20201222,1000,20201222,1400,20201222,1201,20201222,1210,142
45180,20201221,1112,1298307,20201221,1430,20201221,1430,20201221,1620,20201221,1620,614907,20201222,0,20201222,0,20201222,1428,20201222,1428,577
45181,20201221,1113,1324589,20201222,101,20201222,1300,20201221,1552,20201221,1601,1228947,20201222,800,20201222,2200,20201222,719,20201222,747,71
45182,20201221,1113,1298307,20201221,1500,20201221,1500,20201221,1806,20201221,1904,614907,20201222,0,20201222,0,20201222,1705,20201222,1805,577
